preset,logN,depth,delta,mode,library,dnum,PCount,logP,logQP,margin,level,digit,op,mean_us,std_us,cv,reps
A,15,12,42,mt,seal,13,1,60,624,257,9,10,mul_cc,4897.187,80.14,0.016364496597740703,30
A,15,12,42,mt,seal,13,1,60,624,257,9,10,mul_cc_rlk,63039.14,490.379,0.007778960817041603,30
A,15,12,42,mt,seal,13,1,60,624,257,9,10,relin,57870.49,871.215,0.015054564079205137,30
A,15,12,42,mt,seal,13,1,60,624,257,9,10,rescale,8158.101,30.913,0.003789239677223903,30
A,15,12,42,mt,seal,13,1,60,624,257,9,10,rot1,58059.343,582.552,0.010033733933227595,30
A,15,12,42,mt,seal,13,1,60,624,257,8,9,add_cc,772.997,73.497,0.09508057599188613,30
A,15,12,42,mt,seal,13,1,60,624,257,8,9,add_cp,515.066,18.064,0.035071233589481735,30
A,15,12,42,mt,seal,13,1,60,624,257,8,9,mul_cp,2147.097,25.235,0.01175307869183367,30
A,15,12,42,mt,seal,13,1,60,624,257,8,9,mul_cc,4383.565,12.662,0.0028885165384795256,30
A,15,12,42,mt,seal,13,1,60,624,257,8,9,mul_cc_rlk,52817.587,575.981,0.010905098712669323,30
A,15,12,42,mt,seal,13,1,60,624,257,8,9,relin,48560.68,449.314,0.009252629905512032,30
A,15,12,42,mt,seal,13,1,60,624,257,8,9,rescale,7306.086,28.853,0.00394917333302674,30
A,15,12,42,mt,seal,13,1,60,624,257,8,9,rot1,48546.844,494.144,0.010178704922610417,30
A,15,12,42,mt,seal,13,1,60,624,257,7,8,add_cc,659.603,17.083,0.025898911921261727,30
A,15,12,42,mt,seal,13,1,60,624,257,7,8,add_cp,456.961,19.406,0.04246751910994592,30
A,15,12,42,mt,seal,13,1,60,624,257,7,8,mul_cp,1901.255,18.954,0.009969204551730304,30
A,15,12,42,mt,seal,13,1,60,624,257,7,8,mul_cc,3875.778,16.557,0.0042719165029576,30
A,15,12,42,mt,seal,13,1,60,624,257,7,8,mul_cc_rlk,43718.913,1840.535,0.04209928549687409,30
A,15,12,42,mt,seal,13,1,60,624,257,7,8,relin,39767.201,414.794,0.010430555572669043,30
A,15,12,42,mt,seal,13,1,60,624,257,7,8,rescale,6458.95,37.406,0.005791343794269967,30
A,15,12,42,mt,seal,13,1,60,624,257,7,8,rot1,39900.788,413.226,0.010356336822220152,30
A,15,12,42,mt,seal,13,1,60,624,257,6,7,add_cc,578.072,21.198,0.03667017257365864,30
A,15,12,42,mt,seal,13,1,60,624,257,6,7,add_cp,401.034,14.575,0.036343551918291216,30
A,15,12,42,mt,seal,13,1,60,624,257,6,7,mul_cp,1672.63,23.774,0.014213543939783455,30
A,15,12,42,mt,seal,13,1,60,624,257,6,7,mul_cc,3414.854,34.405,0.010075101307405823,30
A,15,12,42,mt,seal,13,1,60,624,257,6,7,mul_cc_rlk,34681.234,263.895,0.00760915831310962,30
A,15,12,42,mt,seal,13,1,60,624,257,6,7,relin,31624.224,216.063,0.006832199265980408,30
A,15,12,42,mt,seal,13,1,60,624,257,6,7,rescale,5614.169,24.77,0.004412051008795781,30
A,15,12,42,mt,seal,13,1,60,624,257,6,7,rot1,31723.481,425.6,0.013415929985741478,30
A,15,12,42,mt,seal,13,1,60,624,257,5,6,add_cc,492.665,15.968,0.032411476358174415,30
A,15,12,42,mt,seal,13,1,60,624,257,5,6,add_cp,336.512,11.958,0.035535136934195515,30
A,15,12,42,mt,seal,13,1,60,624,257,5,6,mul_cp,1431.16,17.841,0.012466111406132088,30
A,15,12,42,mt,seal,13,1,60,624,257,5,6,mul_cc,2910.933,30.372,0.010433768142379092,30
A,15,12,42,mt,seal,13,1,60,624,257,5,6,mul_cc_rlk,27219.044,277.419,0.010192091977954846,30
A,15,12,42,mt,seal,13,1,60,624,257,5,6,relin,24390.101,338.766,0.013889487378506551,30
A,15,12,42,mt,seal,13,1,60,624,257,5,6,rescale,4785.706,18.054,0.003772484143405382,30
A,15,12,42,mt,seal,13,1,60,624,257,5,6,rot1,24225.866,201.364,0.008311942285159177,30
A,15,12,42,mt,seal,13,1,60,624,257,4,5,add_cc,401.021,9.799,0.0244351293323791,30
A,15,12,42,mt,seal,13,1,60,624,257,4,5,add_cp,272.625,11.833,0.04340394314534617,30
A,15,12,42,mt,seal,13,1,60,624,257,4,5,mul_cp,1199.297,19.099,0.01592516282455472,30
A,15,12,42,mt,seal,13,1,60,624,257,4,5,mul_cc,2433.491,15.738,0.0064672521903717745,30
A,15,12,42,mt,seal,13,1,60,624,257,4,5,mul_cc_rlk,20347.83,109.171,0.005365240421214449,30
A,15,12,42,mt,seal,13,1,60,624,257,4,5,relin,18208.841,176.9,0.0097150609420995,30
A,15,12,42,mt,seal,13,1,60,624,257,4,5,rescale,3957.282,27.84,0.007035131688871301,30
A,15,12,42,mt,seal,13,1,60,624,257,4,5,rot1,18261.243,94.913,0.005197510377579446,30
A,15,12,42,mt,seal,13,1,60,624,257,3,4,add_cc,317.852,10.496,0.0330216578785095,30
A,15,12,42,mt,seal,13,1,60,624,257,3,4,add_cp,209.204,9.313,0.044516357239823334,30
A,15,12,42,mt,seal,13,1,60,624,257,3,4,mul_cp,953.608,14.849,0.015571387823927653,30
A,15,12,42,mt,seal,13,1,60,624,257,3,4,mul_cc,1940.899,21.378,0.011014483494504351,30
A,15,12,42,mt,seal,13,1,60,624,257,3,4,mul_cc_rlk,14660.41,108.892,0.007427623101945989,30
A,15,12,42,mt,seal,13,1,60,624,257,3,4,relin,13008.743,403.442,0.031013142468876508,30
A,15,12,42,mt,seal,13,1,60,624,257,3,4,rescale,3126.98,25.248,0.008074244158900921,30
A,15,12,42,mt,seal,13,1,60,624,257,3,4,rot1,13067.878,51.848,0.003967591371759056,30
A,15,12,42,mt,seal,13,1,60,624,257,2,3,add_cc,234.806,10.13,0.0431419980750066,30
A,15,12,42,mt,seal,13,1,60,624,257,2,3,add_cp,151.134,10.351,0.06848889065332753,30
A,15,12,42,mt,seal,13,1,60,624,257,2,3,mul_cp,711.056,16.721,0.02351572871897572,30
A,15,12,42,mt,seal,13,1,60,624,257,2,3,mul_cc,1453.517,16.376,0.01126646609568378,30
A,15,12,42,mt,seal,13,1,60,624,257,2,3,mul_cc_rlk,9938.943,34.393,0.003460428337299047,30
A,15,12,42,mt,seal,13,1,60,624,257,2,3,relin,8559.965,31.384,0.003666370131186284,30
A,15,12,42,mt,seal,13,1,60,624,257,2,3,rescale,2267.468,11.599,0.005115397438905423,30
A,15,12,42,mt,seal,13,1,60,624,257,2,3,rot1,8672.69,84.321,0.00972258895452276,30
A,15,12,42,mt,seal,13,1,60,624,257,1,2,add_cc,141.522,7.401,0.05229575613685505,30
A,15,12,42,mt,seal,13,1,60,624,257,1,2,add_cp,89.517,6.263,0.06996436431068959,30
A,15,12,42,mt,seal,13,1,60,624,257,1,2,mul_cp,453.295,13.805,0.030454781102813838,30
A,15,12,42,mt,seal,13,1,60,624,257,1,2,mul_cc,964.488,18.582,0.0192661806056685,30
A,15,12,42,mt,seal,13,1,60,624,257,1,2,mul_cc_rlk,6061.537,31.713,0.005231841363007435,30
A,15,12,42,mt,seal,13,1,60,624,257,1,2,relin,5217.585,65.748,0.012601232179255345,30
A,15,12,42,mt,seal,13,1,60,624,257,1,2,rescale,1422.85,22.795,0.0160206627543311,30
A,15,12,42,mt,seal,13,1,60,624,257,1,2,rot1,5243.588,33.477,0.006384368871085982,30
B,14,6,42,1t,openfhe,4,2,120,432,6,6,4,add_cc,349.634,7.449,0.021305136228170027,30
B,14,6,42,1t,openfhe,4,2,120,432,6,6,4,add_cp,286.313,5.975,0.020868769493526316,30
B,14,6,42,1t,openfhe,4,2,120,432,6,6,4,mul_cp,713.743,13.328,0.018673388040232965,30
B,14,6,42,1t,openfhe,4,2,120,432,6,6,4,mul_cc,2136.421,17.78,0.008322329728082622,30
B,14,6,42,1t,openfhe,4,2,120,432,6,6,4,mul_cc_rlk,24817.847,1013.404,0.04083367908586107,30
B,14,6,42,1t,openfhe,4,2,120,432,6,6,4,relin,23529.906,999.521,0.04247875023385134,30
B,14,6,42,1t,openfhe,4,2,120,432,6,6,4,rescale,3763.944,22.75,0.006044191943344534,30
B,14,6,42,1t,openfhe,4,2,120,432,6,6,4,rot1,23077.78,921.04,0.03991025133266718,30
B,14,6,42,1t,openfhe,4,2,120,432,6,5,3,add_cc,296.059,6.323,0.02135722947115271,30
B,14,6,42,1t,openfhe,4,2,120,432,6,5,3,add_cp,232.745,6.131,0.026342134095254464,30
B,14,6,42,1t,openfhe,4,2,120,432,6,5,3,mul_cp,605.206,11.867,0.01960819952214618,30
B,14,6,42,1t,openfhe,4,2,120,432,6,5,3,mul_cc,1826.155,34.181,0.018717469218111276,30
B,14,6,42,1t,openfhe,4,2,120,432,6,5,3,mul_cc_rlk,18268.861,121.675,0.006660240066416839,30
B,14,6,42,1t,openfhe,4,2,120,432,6,5,3,relin,17228.992,65.924,0.003826341088323682,30
B,14,6,42,1t,openfhe,4,2,120,432,6,5,3,rescale,3119.749,14.72,0.004718328301411428,30
B,14,6,42,1t,openfhe,4,2,120,432,6,5,3,rot1,16877.628,80.679,0.004780233336106235,30
B,14,6,42,1t,openfhe,4,2,120,432,6,4,3,add_cc,241.61,6.565,0.027171888580770662,30
B,14,6,42,1t,openfhe,4,2,120,432,6,4,3,add_cp,187.836,4.967,0.026443280308354092,30
B,14,6,42,1t,openfhe,4,2,120,432,6,4,3,mul_cp,497.189,9.165,0.01843363388972805,30
B,14,6,42,1t,openfhe,4,2,120,432,6,4,3,mul_cc,1511.183,18.486,0.012232800395451776,30
B,14,6,42,1t,openfhe,4,2,120,432,6,4,3,mul_cc_rlk,15798.932,59.424,0.0037612669008259543,30
B,14,6,42,1t,openfhe,4,2,120,432,6,4,3,relin,14988.611,74.97,0.005001797698265703,30
B,14,6,42,1t,openfhe,4,2,120,432,6,4,3,rescale,2621.063,14.473,0.005521805465950266,30
B,14,6,42,1t,openfhe,4,2,120,432,6,4,3,rot1,14724.314,102.825,0.0069833474075600395,30
B,14,6,42,1t,openfhe,4,2,120,432,6,3,2,add_cc,186.422,5.767,0.030935190052676188,30
B,14,6,42,1t,openfhe,4,2,120,432,6,3,2,add_cp,147.613,4.21,0.028520523260146462,30
B,14,6,42,1t,openfhe,4,2,120,432,6,3,2,mul_cp,390.956,8.756,0.02239638220157767,30
B,14,6,42,1t,openfhe,4,2,120,432,6,3,2,mul_cc,1197.04,16.228,0.013556773374323332,30
B,14,6,42,1t,openfhe,4,2,120,432,6,3,2,mul_cc_rlk,10908.722,62.092,0.005691959149751914,30
B,14,6,42,1t,openfhe,4,2,120,432,6,3,2,relin,10267.084,78.322,0.007628456141977605,30
B,14,6,42,1t,openfhe,4,2,120,432,6,3,2,rescale,1995.601,12.67,0.006348964547522275,30
B,14,6,42,1t,openfhe,4,2,120,432,6,3,2,rot1,9992.07,21.082,0.0021098731293916076,30
B,14,6,42,1t,openfhe,4,2,120,432,6,2,2,add_cc,128.066,3.59,0.028032420783033748,30
B,14,6,42,1t,openfhe,4,2,120,432,6,2,2,add_cp,108.748,3.1,0.028506271379703536,30
B,14,6,42,1t,openfhe,4,2,120,432,6,2,2,mul_cp,283.715,8.194,0.028881095465519983,30
B,14,6,42,1t,openfhe,4,2,120,432,6,2,2,mul_cc,785.263,12.749,0.016235324980293227,30
B,14,6,42,1t,openfhe,4,2,120,432,6,2,2,mul_cc_rlk,8817.475,36.32,0.004119093051015171,30
B,14,6,42,1t,openfhe,4,2,120,432,6,2,2,relin,8368.869,21.897,0.002616482585639708,30
B,14,6,42,1t,openfhe,4,2,120,432,6,2,2,rescale,1497.185,9.825,0.006562315278339016,30
B,14,6,42,1t,openfhe,4,2,120,432,6,2,2,rot1,8131.118,36.83,0.004529512423752797,30
B,14,6,42,1t,openfhe,4,2,120,432,6,1,1,add_cc,76.957,2.416,0.0313941551775667,30
B,14,6,42,1t,openfhe,4,2,120,432,6,1,1,add_cp,57.602,2.01,0.0348946217145238,30
B,14,6,42,1t,openfhe,4,2,120,432,6,1,1,mul_cp,179.382,4.379,0.024411590906556955,30
B,14,6,42,1t,openfhe,4,2,120,432,6,1,1,mul_cc,444.521,9.085,0.020437729601076215,30
B,14,6,42,1t,openfhe,4,2,120,432,6,1,1,mul_cc_rlk,4783.395,38.096,0.007964217882905342,30
B,14,6,42,1t,openfhe,4,2,120,432,6,1,1,relin,4631.639,32.135,0.006938148676958631,30
B,14,6,42,1t,openfhe,4,2,120,432,6,1,1,rescale,874.067,16.564,0.018950492353560996,30
B,14,6,42,1t,openfhe,4,2,120,432,6,1,1,rot1,4415.544,14.823,0.0033570042558742482,30
B,14,6,42,1t,lattigo,4,2,120,432,6,6,4,add_cc,160.805,7.496,0.04661546593700445,30
B,14,6,42,1t,lattigo,4,2,120,432,6,6,4,add_cp,132.075,5.231,0.03960628430815825,30
B,14,6,42,1t,lattigo,4,2,120,432,6,6,4,mul_cp,318.806,11.444,0.035896438586475794,30
B,14,6,42,1t,lattigo,4,2,120,432,6,6,4,mul_cc,704.318,18.539,0.02632191708858783,30
B,14,6,42,1t,lattigo,4,2,120,432,6,6,4,mul_cc_rlk,13217.463,80.846,0.006116604979336806,30
B,14,6,42,1t,lattigo,4,2,120,432,6,6,4,relin,12464.495,82.318,0.006604198565605746,30
B,14,6,42,1t,lattigo,4,2,120,432,6,6,4,rescale,2251.843,22.411,0.009952292411149446,30
B,14,6,42,1t,lattigo,4,2,120,432,6,6,4,rot1,12448.57,28.83,0.002315928656865809,30
B,14,6,42,1t,lattigo,4,2,120,432,6,5,3,add_cc,143.825,7.095,0.049330783938814536,30
B,14,6,42,1t,lattigo,4,2,120,432,6,5,3,add_cp,116.543,4.634,0.03976214787674936,30
B,14,6,42,1t,lattigo,4,2,120,432,6,5,3,mul_cp,328.966,9.109,0.027689791650200933,30
B,14,6,42,1t,lattigo,4,2,120,432,6,5,3,mul_cc,721.245,14.421,0.019994592683484805,30
B,14,6,42,1t,lattigo,4,2,120,432,6,5,3,mul_cc_rlk,9958.943,251.902,0.025294049780182494,30
B,14,6,42,1t,lattigo,4,2,120,432,6,5,3,relin,9139.184,45.852,0.005017078111131147,30
B,14,6,42,1t,lattigo,4,2,120,432,6,5,3,rescale,1929.194,22.664,0.011747911303891677,30
B,14,6,42,1t,lattigo,4,2,120,432,6,5,3,rot1,9142.004,28.844,0.0031551069109136244,30
B,14,6,42,1t,lattigo,4,2,120,432,6,4,3,add_cc,120.004,6.374,0.05311489617012766,30
B,14,6,42,1t,lattigo,4,2,120,432,6,4,3,add_cp,94.726,4.377,0.046206954795937755,30
B,14,6,42,1t,lattigo,4,2,120,432,6,4,3,mul_cp,273.528,9.431,0.03447910268784182,30
B,14,6,42,1t,lattigo,4,2,120,432,6,4,3,mul_cc,599.594,18.109,0.030202103423316445,30
B,14,6,42,1t,lattigo,4,2,120,432,6,4,3,mul_cc_rlk,8972.593,84.046,0.009366968946434994,30
B,14,6,42,1t,lattigo,4,2,120,432,6,4,3,relin,8385.348,71.581,0.008536437605213285,30
B,14,6,42,1t,lattigo,4,2,120,432,6,4,3,rescale,1665.963,21.091,0.012659945028791156,30
B,14,6,42,1t,lattigo,4,2,120,432,6,4,3,rot1,8373.038,25.53,0.003049072511076625,30
B,14,6,42,1t,lattigo,4,2,120,432,6,3,2,add_cc,93.399,4.599,0.049240355892461375,30
B,14,6,42,1t,lattigo,4,2,120,432,6,3,2,add_cp,65.724,3.366,0.051214168340332294,30
B,14,6,42,1t,lattigo,4,2,120,432,6,3,2,mul_cp,214.674,8.276,0.038551478055097496,30
B,14,6,42,1t,lattigo,4,2,120,432,6,3,2,mul_cc,475.169,14.072,0.029614726549922237,30
B,14,6,42,1t,lattigo,4,2,120,432,6,3,2,mul_cc_rlk,6153.158,24.309,0.003950654281915075,30
B,14,6,42,1t,lattigo,4,2,120,432,6,3,2,relin,5702.686,82.98,0.014551037879343174,30
B,14,6,42,1t,lattigo,4,2,120,432,6,3,2,rescale,1331.502,19.02,0.01428461992546763,30
B,14,6,42,1t,lattigo,4,2,120,432,6,3,2,rot1,5679.188,25.433,0.004478281050037435,30
B,14,6,42,1t,lattigo,4,2,120,432,6,2,2,add_cc,60.6,6.547,0.10803630363036303,30
B,14,6,42,1t,lattigo,4,2,120,432,6,2,2,add_cp,38.829,3.41,0.08782095856189961,30
B,14,6,42,1t,lattigo,4,2,120,432,6,2,2,mul_cp,155.664,5.608,0.036026313084592455,30
B,14,6,42,1t,lattigo,4,2,120,432,6,2,2,mul_cc,351.089,12.222,0.0348116859257909,30
B,14,6,42,1t,lattigo,4,2,120,432,6,2,2,mul_cc_rlk,5182.047,26.882,0.005187525315768075,30
B,14,6,42,1t,lattigo,4,2,120,432,6,2,2,relin,4820.997,29.835,0.006188553944339729,30
B,14,6,42,1t,lattigo,4,2,120,432,6,2,2,rescale,1000.379,16.675,0.016668682569306235,30
B,14,6,42,1t,lattigo,4,2,120,432,6,2,2,rot1,4827.544,53.873,0.011159504708812596,30
B,14,6,42,1t,lattigo,4,2,120,432,6,1,1,add_cc,32.184,3.039,0.09442580164056676,30
B,14,6,42,1t,lattigo,4,2,120,432,6,1,1,add_cp,21.444,2.54,0.11844805073680284,30
B,14,6,42,1t,lattigo,4,2,120,432,6,1,1,mul_cp,101.576,3.583,0.03527408049145468,30
B,14,6,42,1t,lattigo,4,2,120,432,6,1,1,mul_cc,226.641,6.96,0.030709359736323084,30
B,14,6,42,1t,lattigo,4,2,120,432,6,1,1,mul_cc_rlk,3049.852,21.687,0.007110836853722739,30
B,14,6,42,1t,lattigo,4,2,120,432,6,1,1,relin,2808.503,26.944,0.009593723061716507,30
B,14,6,42,1t,lattigo,4,2,120,432,6,1,1,rescale,664.15,12.343,0.01858465708047881,30
B,14,6,42,1t,lattigo,4,2,120,432,6,1,1,rot1,2809.364,15.649,0.005570299897058551,30
B,14,6,42,1t,seal,7,1,60,372,66,6,7,add_cc,273.398,12.088,0.044213929875127095,30
B,14,6,42,1t,seal,7,1,60,372,66,6,7,add_cp,170.875,5.211,0.03049597659107535,30
B,14,6,42,1t,seal,7,1,60,372,66,6,7,mul_cp,813.22,12.648,0.015552986891616044,30
B,14,6,42,1t,seal,7,1,60,372,66,6,7,mul_cc,1661.359,15.09,0.009082925484497932,30
B,14,6,42,1t,seal,7,1,60,372,66,6,7,mul_cc_rlk,15595.148,316.427,0.020290092790398655,30
B,14,6,42,1t,seal,7,1,60,372,66,6,7,relin,14038.717,66.251,0.004719163439223115,30
B,14,6,42,1t,seal,7,1,60,372,66,6,7,rescale,2579.484,21.874,0.008479990571757762,30
B,14,6,42,1t,seal,7,1,60,372,66,6,7,rot1,14043.72,44.878,0.0031955920511089657,30
B,14,6,42,1t,seal,7,1,60,372,66,5,6,add_cc,230.996,8.3,0.03593135811875531,30
B,14,6,42,1t,seal,7,1,60,372,66,5,6,add_cp,147.005,5.332,0.03627087514030135,30
B,14,6,42,1t,seal,7,1,60,372,66,5,6,mul_cp,692.848,14.189,0.02047923931367342,30
B,14,6,42,1t,seal,7,1,60,372,66,5,6,mul_cc,1422.123,12.971,0.009120870698244807,30
B,14,6,42,1t,seal,7,1,60,372,66,5,6,mul_cc_rlk,12422.418,256.023,0.020609755685245822,30
B,14,6,42,1t,seal,7,1,60,372,66,5,6,relin,10899.563,52.09,0.0047790906846448804,30
B,14,6,42,1t,seal,7,1,60,372,66,5,6,rescale,2250.169,101.248,0.04499573143172802,30
B,14,6,42,1t,seal,7,1,60,372,66,5,6,rot1,10973.23,33.951,0.0030939841778582972,30
B,14,6,42,1t,seal,7,1,60,372,66,4,5,add_cc,185.791,6.582,0.0354269044248645,30
B,14,6,42,1t,seal,7,1,60,372,66,4,5,add_cp,118.651,4.745,0.03999123479785253,30
B,14,6,42,1t,seal,7,1,60,372,66,4,5,mul_cp,566.395,11.379,0.02009021972298484,30
B,14,6,42,1t,seal,7,1,60,372,66,4,5,mul_cc,1182.493,11.202,0.009473206183884387,30
B,14,6,42,1t,seal,7,1,60,372,66,4,5,mul_cc_rlk,9902.941,1003.143,0.10129748324260439,30
B,14,6,42,1t,seal,7,1,60,372,66,4,5,relin,8211.271,32.893,0.004005835393814185,30
B,14,6,42,1t,seal,7,1,60,372,66,4,5,rescale,1788.91,17.322,0.00968299131873599,30
B,14,6,42,1t,seal,7,1,60,372,66,4,5,rot1,8261.48,20.918,0.0025319918464972377,30
B,14,6,42,1t,seal,7,1,60,372,66,3,4,add_cc,140.433,5.95,0.042368958862945325,30
B,14,6,42,1t,seal,7,1,60,372,66,3,4,add_cp,87.266,3.693,0.04231888708087915,30
B,14,6,42,1t,seal,7,1,60,372,66,3,4,mul_cp,442.498,9.011,0.02036393384828858,30
B,14,6,42,1t,seal,7,1,60,372,66,3,4,mul_cc,940.513,7.658,0.008142364858327316,30
B,14,6,42,1t,seal,7,1,60,372,66,3,4,mul_cc_rlk,6768.02,30.137,0.00445285327171019,30
B,14,6,42,1t,seal,7,1,60,372,66,3,4,relin,5907.157,21.139,0.003578540404461909,30
B,14,6,42,1t,seal,7,1,60,372,66,3,4,rescale,1402.72,7.723,0.005505731721227329,30
B,14,6,42,1t,seal,7,1,60,372,66,3,4,rot1,5958.566,13.651,0.0022909874624196494,30
B,14,6,42,1t,seal,7,1,60,372,66,2,3,add_cc,97.367,4.955,0.05088993190711432,30
B,14,6,42,1t,seal,7,1,60,372,66,2,3,add_cp,58.035,2.735,0.047126733867493754,30
B,14,6,42,1t,seal,7,1,60,372,66,2,3,mul_cp,322.575,6.994,0.021681779431140046,30
B,14,6,42,1t,seal,7,1,60,372,66,2,3,mul_cc,696.211,6.911,0.0099265883474981,30
B,14,6,42,1t,seal,7,1,60,372,66,2,3,mul_cc_rlk,4614.352,72.971,0.015813921434688988,30
B,14,6,42,1t,seal,7,1,60,372,66,2,3,relin,3970.931,22.694,0.005715032570447585,30
B,14,6,42,1t,seal,7,1,60,372,66,2,3,rescale,1019.255,6.925,0.006794178100671569,30
B,14,6,42,1t,seal,7,1,60,372,66,2,3,rot1,4005.611,35.462,0.008853081340150105,30
B,14,6,42,1t,seal,7,1,60,372,66,1,2,add_cc,58.128,1.497,0.025753509496284063,30
B,14,6,42,1t,seal,7,1,60,372,66,1,2,add_cp,35.604,1.816,0.05100550499943827,30
B,14,6,42,1t,seal,7,1,60,372,66,1,2,mul_cp,210.384,4.084,0.019412122594874133,30
B,14,6,42,1t,seal,7,1,60,372,66,1,2,mul_cc,452.016,4.379,0.009687710169551519,30
B,14,6,42,1t,seal,7,1,60,372,66,1,2,mul_cc_rlk,2824.497,46.008,0.016288917991415817,30
B,14,6,42,1t,seal,7,1,60,372,66,1,2,relin,2382.597,11.73,0.004923199349281477,30
B,14,6,42,1t,seal,7,1,60,372,66,1,2,rescale,646.956,9.948,0.015376625303730084,30
B,14,6,42,1t,seal,7,1,60,372,66,1,2,rot1,2410.519,14.863,0.006165892075523985,30
B,14,6,42,mt,openfhe,4,2,120,432,6,6,4,add_cc,384.104,12.993,0.03382677608147794,30
B,14,6,42,mt,openfhe,4,2,120,432,6,6,4,add_cp,335.076,8.01,0.023905024531748018,30
B,14,6,42,mt,openfhe,4,2,120,432,6,6,4,mul_cp,367.094,6.231,0.016973854108212064,30
B,14,6,42,mt,openfhe,4,2,120,432,6,6,4,mul_cc,2198.619,102.571,0.046652466843959774,30
B,14,6,42,mt,openfhe,4,2,120,432,6,6,4,mul_cc_rlk,12654.275,4295.336,0.3394375418583839,30
B,14,6,42,mt,openfhe,4,2,120,432,6,6,4,relin,11004.049,2479.919,0.22536422729488023,30
B,14,6,42,mt,openfhe,4,2,120,432,6,6,4,rescale,1247.366,33.987,0.02724701490981797,30
B,14,6,42,mt,openfhe,4,2,120,432,6,6,4,rot1,10974.357,3801.563,0.34640416746056285,30
B,14,6,42,mt,openfhe,4,2,120,432,6,5,3,add_cc,327.494,6.695,0.02044312262209384,30
B,14,6,42,mt,openfhe,4,2,120,432,6,5,3,add_cp,275.871,6.478,0.023481989770581177,30
B,14,6,42,mt,openfhe,4,2,120,432,6,5,3,mul_cp,334.126,5.439,0.016278290225842946,30
B,14,6,42,mt,openfhe,4,2,120,432,6,5,3,mul_cc,1862.535,23.747,0.012749827520019758,30
B,14,6,42,mt,openfhe,4,2,120,432,6,5,3,mul_cc_rlk,9385.091,2605.713,0.2776438715405104,30
B,14,6,42,mt,openfhe,4,2,120,432,6,5,3,relin,8675.1,3112.676,0.3588057774550149,30
B,14,6,42,mt,openfhe,4,2,120,432,6,5,3,rescale,1169.955,80.829,0.06908727258740721,30
B,14,6,42,mt,openfhe,4,2,120,432,6,5,3,rot1,7328.897,389.059,0.053085614383719684,30
B,14,6,42,mt,openfhe,4,2,120,432,6,4,3,add_cc,258.06,9.824,0.03806866620165853,30
B,14,6,42,mt,openfhe,4,2,120,432,6,4,3,add_cp,212.888,6.579,0.030903573710119873,30
B,14,6,42,mt,openfhe,4,2,120,432,6,4,3,mul_cp,273.731,6.661,0.024334109034051678,30
B,14,6,42,mt,openfhe,4,2,120,432,6,4,3,mul_cc,1552.711,30.573,0.0196900775482366,30
B,14,6,42,mt,openfhe,4,2,120,432,6,4,3,mul_cc_rlk,9010.581,3303.203,0.3665915660710447,30
B,14,6,42,mt,openfhe,4,2,120,432,6,4,3,relin,7337.987,1325.578,0.1806460000542383,30
B,14,6,42,mt,openfhe,4,2,120,432,6,4,3,rescale,1196.018,24.431,0.020426950096068788,30
B,14,6,42,mt,openfhe,4,2,120,432,6,4,3,rot1,7234.997,2253.146,0.3114232113710621,30
B,14,6,42,mt,openfhe,4,2,120,432,6,3,2,add_cc,247.999,8.398,0.03386303977032165,30
B,14,6,42,mt,openfhe,4,2,120,432,6,3,2,add_cp,187.511,7.012,0.037395139485150206,30
B,14,6,42,mt,openfhe,4,2,120,432,6,3,2,mul_cp,253.294,5.636,0.0222508231541213,30
B,14,6,42,mt,openfhe,4,2,120,432,6,3,2,mul_cc,1246.172,15.623,0.012536792673884503,30
B,14,6,42,mt,openfhe,4,2,120,432,6,3,2,mul_cc_rlk,6226.009,143.247,0.023007836962651358,30
B,14,6,42,mt,openfhe,4,2,120,432,6,3,2,relin,5922.193,2367.136,0.39970598729220747,30
B,14,6,42,mt,openfhe,4,2,120,432,6,3,2,rescale,1109.352,15.714,0.014165026069272873,30
B,14,6,42,mt,openfhe,4,2,120,432,6,3,2,rot1,5261.192,316.421,0.06014245440957106,30
B,14,6,42,mt,openfhe,4,2,120,432,6,2,2,add_cc,174.679,5.436,0.031119940004236343,30
B,14,6,42,mt,openfhe,4,2,120,432,6,2,2,add_cp,126.692,7.134,0.056309790673444264,30
B,14,6,42,mt,openfhe,4,2,120,432,6,2,2,mul_cp,197.202,4.958,0.0251417328424661,30
B,14,6,42,mt,openfhe,4,2,120,432,6,2,2,mul_cc,919.154,15.285,0.016629422273090257,30
B,14,6,42,mt,openfhe,4,2,120,432,6,2,2,mul_cc_rlk,6070.252,1394.792,0.22977497474569422,30
B,14,6,42,mt,openfhe,4,2,120,432,6,2,2,relin,6343.38,3426.172,0.5401177290340481,30
B,14,6,42,mt,openfhe,4,2,120,432,6,2,2,rescale,1046.065,23.099,0.022081801800079345,30
B,14,6,42,mt,openfhe,4,2,120,432,6,2,2,rot1,6280.976,5659.314,0.9010246178300952,30
B,14,6,42,mt,openfhe,4,2,120,432,6,1,1,add_cc,79.709,2.918,0.036608162189966,30
B,14,6,42,mt,openfhe,4,2,120,432,6,1,1,add_cp,60.666,2.446,0.04031912438598227,30
B,14,6,42,mt,openfhe,4,2,120,432,6,1,1,mul_cp,124.777,3.047,0.024419564503073483,30
B,14,6,42,mt,openfhe,4,2,120,432,6,1,1,mul_cc,576.142,22.875,0.03970375358852505,30
