library,logN,q0,delta,depth,QCount,logQ,PCount,logP,dnum,maxDigitBits,logQP,bound,margin,ok,err,digits
lattigo,15,60,50,8,9,460,1,60,9,60,520,881,361,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,50,8,9,460,2,120,5,110,580,881,301,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,50,8,9,460,3,180,3,160,640,881,241,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,50,8,9,460,4,240,3,210,700,881,181,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,50,8,9,460,5,300,2,260,760,881,121,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,51,8,9,468,1,60,9,60,528,881,353,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,51,8,9,468,2,120,5,111,588,881,293,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,51,8,9,468,3,180,3,162,648,881,233,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,51,8,9,468,4,240,3,213,708,881,173,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,51,8,9,468,5,300,2,264,768,881,113,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,52,8,9,476,1,60,9,60,536,881,345,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,52,8,9,476,2,120,5,112,596,881,285,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,52,8,9,476,3,180,3,164,656,881,225,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,52,8,9,476,4,240,3,216,716,881,165,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,52,8,9,476,5,300,2,268,776,881,105,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,53,8,9,484,1,60,9,60,544,881,337,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,53,8,9,484,2,120,5,113,604,881,277,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,53,8,9,484,3,180,3,166,664,881,217,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,53,8,9,484,4,240,3,219,724,881,157,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,53,8,9,484,5,300,2,272,784,881,97,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,54,8,9,492,1,60,9,60,552,881,329,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,54,8,9,492,2,120,5,114,612,881,269,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,54,8,9,492,3,180,3,168,672,881,209,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,54,8,9,492,4,240,3,222,732,881,149,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,54,8,9,492,5,300,2,276,792,881,89,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,55,8,9,500,1,60,9,60,560,881,321,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,55,8,9,500,2,120,5,115,620,881,261,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,55,8,9,500,3,180,3,170,680,881,201,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,55,8,9,500,4,240,3,225,740,881,141,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,55,8,9,500,5,300,2,280,800,881,81,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,56,8,9,508,1,60,9,60,568,881,313,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,56,8,9,508,2,120,5,116,628,881,253,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,56,8,9,508,3,180,3,172,688,881,193,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,56,8,9,508,4,240,3,228,748,881,133,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,56,8,9,508,5,300,2,284,808,881,73,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,57,8,9,516,1,60,9,60,576,881,305,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,57,8,9,516,2,120,5,117,636,881,245,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,57,8,9,516,3,180,3,174,696,881,185,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,57,8,9,516,4,240,3,231,756,881,125,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,57,8,9,516,5,300,2,288,816,881,65,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,58,8,9,524,1,60,9,60,584,881,297,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,58,8,9,524,2,120,5,118,644,881,237,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,58,8,9,524,3,180,3,176,704,881,177,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,58,8,9,524,4,240,3,234,764,881,117,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,58,8,9,524,5,300,2,292,824,881,57,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,59,8,9,532,1,60,9,60,592,881,289,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,59,8,9,532,2,120,5,119,652,881,229,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,59,8,9,532,3,180,3,178,712,881,169,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,59,8,9,532,4,240,3,237,772,881,109,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,59,8,9,532,5,300,2,296,832,881,49,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,60,8,9,540,1,60,9,60,600,881,281,1,,L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,60,8,9,540,2,120,5,120,660,881,221,1,,L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,60,8,9,540,3,180,3,180,720,881,161,1,,L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,60,8,9,540,4,240,3,240,780,881,101,1,,L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,60,8,9,540,5,300,2,300,840,881,41,1,,L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,61,8,,,1,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=61 is not in ]0  60],
lattigo,15,60,61,8,,,2,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=61 is not in ]0  60],
lattigo,15,60,61,8,,,3,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=61 is not in ]0  60],
lattigo,15,60,61,8,,,4,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=61 is not in ]0  60],
lattigo,15,60,61,8,,,5,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=61 is not in ]0  60],
lattigo,15,60,62,8,,,1,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=62 is not in ]0  60],
lattigo,15,60,62,8,,,2,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=62 is not in ]0  60],
lattigo,15,60,62,8,,,3,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=62 is not in ]0  60],
lattigo,15,60,62,8,,,4,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=62 is not in ]0  60],
lattigo,15,60,62,8,,,5,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=62 is not in ]0  60],
lattigo,15,60,63,8,,,1,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=63 is not in ]0  60],
lattigo,15,60,63,8,,,2,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=63 is not in ]0  60],
lattigo,15,60,63,8,,,3,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=63 is not in ]0  60],
lattigo,15,60,63,8,,,4,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=63 is not in ]0  60],
lattigo,15,60,63,8,,,5,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=63 is not in ]0  60],
lattigo,15,60,64,8,,,1,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=64 is not in ]0  60],
lattigo,15,60,64,8,,,2,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=64 is not in ]0  60],
lattigo,15,60,64,8,,,3,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=64 is not in ]0  60],
lattigo,15,60,64,8,,,4,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=64 is not in ]0  60],
lattigo,15,60,64,8,,,5,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=64 is not in ]0  60],
lattigo,15,60,65,8,,,1,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=65 is not in ]0  60],
lattigo,15,60,65,8,,,2,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=65 is not in ]0  60],
lattigo,15,60,65,8,,,3,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=65 is not in ]0  60],
lattigo,15,60,65,8,,,4,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=65 is not in ]0  60],
lattigo,15,60,65,8,,,5,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=65 is not in ]0  60],
lattigo,15,60,66,8,,,1,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=66 is not in ]0  60],
lattigo,15,60,66,8,,,2,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=66 is not in ]0  60],
lattigo,15,60,66,8,,,3,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=66 is not in ]0  60],
lattigo,15,60,66,8,,,4,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=66 is not in ]0  60],
lattigo,15,60,66,8,,,5,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=66 is not in ]0  60],
lattigo,15,60,67,8,,,1,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=67 is not in ]0  60],
lattigo,15,60,67,8,,,2,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=67 is not in ]0  60],
lattigo,15,60,67,8,,,3,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=67 is not in ]0  60],
lattigo,15,60,67,8,,,4,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=67 is not in ]0  60],
lattigo,15,60,67,8,,,5,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=67 is not in ]0  60],
lattigo,15,60,68,8,,,1,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=68 is not in ]0  60],
lattigo,15,60,68,8,,,2,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=68 is not in ]0  60],
lattigo,15,60,68,8,,,3,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=68 is not in ]0  60],
lattigo,15,60,68,8,,,4,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=68 is not in ]0  60],
lattigo,15,60,68,8,,,5,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=68 is not in ]0  60],
lattigo,15,60,69,8,,,1,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=69 is not in ]0  60],
lattigo,15,60,69,8,,,2,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=69 is not in ]0  60],
lattigo,15,60,69,8,,,3,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=69 is not in ]0  60],
lattigo,15,60,69,8,,,4,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=69 is not in ]0  60],
lattigo,15,60,69,8,,,5,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=69 is not in ]0  60],
lattigo,15,60,70,8,,,1,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=70 is not in ]0  60],
lattigo,15,60,70,8,,,2,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=70 is not in ]0  60],
lattigo,15,60,70,8,,,3,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=70 is not in ]0  60],
lattigo,15,60,70,8,,,4,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=70 is not in ]0  60],
lattigo,15,60,70,8,,,5,,,,,881,,0,cannot NewParametersFromLiteral: rlwe.NewParametersFromLiteral: unable to generate standard ring moduli: logQ[1]=70 is not in ]0  60],
lattigo,15,60,45,9,10,465,1,60,10,60,525,881,356,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,45,9,10,465,2,120,5,105,585,881,296,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,45,9,10,465,3,180,4,150,645,881,236,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,45,9,10,465,4,240,3,195,705,881,176,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,45,9,10,465,5,300,2,240,765,881,116,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,46,9,10,474,1,60,10,60,534,881,347,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,46,9,10,474,2,120,5,106,594,881,287,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,46,9,10,474,3,180,4,152,654,881,227,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,46,9,10,474,4,240,3,198,714,881,167,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,46,9,10,474,5,300,2,244,774,881,107,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,47,9,10,483,1,60,10,60,543,881,338,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,47,9,10,483,2,120,5,107,603,881,278,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,47,9,10,483,3,180,4,154,663,881,218,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,47,9,10,483,4,240,3,201,723,881,158,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,47,9,10,483,5,300,2,248,783,881,98,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,48,9,10,492,1,60,10,60,552,881,329,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,48,9,10,492,2,120,5,108,612,881,269,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,48,9,10,492,3,180,4,156,672,881,209,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,48,9,10,492,4,240,3,204,732,881,149,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,48,9,10,492,5,300,2,252,792,881,89,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,49,9,10,501,1,60,10,60,561,881,320,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,49,9,10,501,2,120,5,109,621,881,260,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,49,9,10,501,3,180,4,158,681,881,200,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,49,9,10,501,4,240,3,207,741,881,140,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,49,9,10,501,5,300,2,256,801,881,80,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,50,9,10,510,1,60,10,60,570,881,311,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,50,9,10,510,2,120,5,110,630,881,251,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,50,9,10,510,3,180,4,160,690,881,191,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,50,9,10,510,4,240,3,210,750,881,131,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,50,9,10,510,5,300,2,260,810,881,71,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,51,9,10,519,1,60,10,60,579,881,302,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,51,9,10,519,2,120,5,111,639,881,242,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,51,9,10,519,3,180,4,162,699,881,182,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,51,9,10,519,4,240,3,213,759,881,122,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,51,9,10,519,5,300,2,264,819,881,62,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,52,9,10,528,1,60,10,60,588,881,293,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,52,9,10,528,2,120,5,112,648,881,233,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,52,9,10,528,3,180,4,164,708,881,173,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,52,9,10,528,4,240,3,216,768,881,113,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,52,9,10,528,5,300,2,268,828,881,53,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,53,9,10,537,1,60,10,60,597,881,284,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,53,9,10,537,2,120,5,113,657,881,224,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,53,9,10,537,3,180,4,166,717,881,164,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,53,9,10,537,4,240,3,219,777,881,104,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,53,9,10,537,5,300,2,272,837,881,44,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,54,9,10,546,1,60,10,60,606,881,275,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,54,9,10,546,2,120,5,114,666,881,215,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,54,9,10,546,3,180,4,168,726,881,155,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,54,9,10,546,4,240,3,222,786,881,95,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,54,9,10,546,5,300,2,276,846,881,35,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,55,9,10,555,1,60,10,60,615,881,266,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,55,9,10,555,2,120,5,115,675,881,206,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,55,9,10,555,3,180,4,170,735,881,146,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,55,9,10,555,4,240,3,225,795,881,86,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,55,9,10,555,5,300,2,280,855,881,26,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,56,9,10,564,1,60,10,60,624,881,257,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,56,9,10,564,2,120,5,116,684,881,197,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,56,9,10,564,3,180,4,172,744,881,137,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,56,9,10,564,4,240,3,228,804,881,77,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,56,9,10,564,5,300,2,284,864,881,17,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,57,9,10,573,1,60,10,60,633,881,248,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,57,9,10,573,2,120,5,117,693,881,188,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
lattigo,15,60,57,9,10,573,3,180,4,174,753,881,128,1,,L9=4;L8=3;L7=3;L6=3;L5=2;L4=2;L3=2;L2=1;L1=1
lattigo,15,60,57,9,10,573,4,240,3,231,813,881,68,1,,L9=3;L8=3;L7=2;L6=2;L5=2;L4=2;L3=1;L2=1;L1=1
lattigo,15,60,57,9,10,573,5,300,2,288,873,881,8,1,,L9=2;L8=2;L7=2;L6=2;L5=2;L4=1;L3=1;L2=1;L1=1
lattigo,15,60,58,9,10,582,1,60,10,60,642,881,239,1,,L9=10;L8=9;L7=8;L6=7;L5=6;L4=5;L3=4;L2=3;L1=2
lattigo,15,60,58,9,10,582,2,120,5,118,702,881,179,1,,L9=5;L8=5;L7=4;L6=4;L5=3;L4=3;L3=2;L2=2;L1=1
