library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,mod1_degree,mod1_inv_degree,log_message_ratio,ephemeral_secret_weight,in_scale_log2,ok,fail_reason
openfhe,16,32768,58,55,5,16,1,1,14,512,22,1213,8,480,1693,6,333,480,813,3,444,54,,,3,,55,1,
openfhe,16,32768,58,55,3,18,2,2,14,512,22,1213,6,360,1573,4,223,360,583,4,334,174,,,3,,55,1,
openfhe,16,32768,58,55,5,16,1,1,14,512,22,1213,6,360,1573,6,333,360,693,4,334,174,,,3,,55,1,
openfhe,16,32768,58,55,3,18,2,2,14,512,22,1213,5,300,1513,4,223,300,523,5,279,234,,,3,,55,1,
openfhe,16,32768,58,55,5,16,1,1,14,512,22,1213,5,300,1513,6,333,300,633,5,279,234,,,3,,55,1,
openfhe,16,32768,58,55,3,18,2,2,14,512,22,1213,4,240,1453,4,223,240,463,6,224,294,,,3,,55,1,
openfhe,16,32768,58,55,5,16,1,1,14,512,22,1213,4,240,1453,6,333,240,573,6,224,294,,,3,,55,1,
openfhe,16,32768,58,55,3,18,2,2,14,512,22,1213,3,180,1393,4,223,180,403,8,169,354,,,3,,55,1,
openfhe,16,32768,58,55,5,16,1,1,14,512,22,1213,3,180,1393,6,333,180,513,8,169,354,,,3,,55,1,
openfhe,16,32768,58,55,3,18,2,2,14,512,22,1213,2,120,1333,4,223,120,343,11,114,414,,,3,,55,1,
openfhe,16,32768,58,55,5,16,1,1,14,512,22,1213,2,120,1333,6,333,120,453,11,114,414,,,3,,55,1,
openfhe,16,32768,58,55,3,18,2,2,14,512,22,1213,1,60,1273,4,223,60,283,22,58,474,,,3,,55,1,
openfhe,16,32768,58,55,5,16,1,1,14,512,22,1213,1,60,1273,6,333,60,393,22,58,474,,,3,,55,1,
openfhe,16,32768,58,55,4,18,2,2,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1268 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,16,1,1,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1268 + 예측 logP 1320 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,18,2,2,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1268 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,16,1,1,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1268 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,18,2,2,14,512,23,1268,8,480,1748,5,278,480,758,3,443,-1,,,3,,55,0,logQP_boot 1748 > 1747
openfhe,16,32768,58,55,6,16,1,1,14,512,23,1268,8,480,1748,7,388,480,868,3,443,-1,,,3,,55,0,logQP_boot 1748 > 1747
openfhe,16,32768,58,55,4,18,2,2,14,512,23,1268,6,360,1628,5,278,360,638,4,333,119,,,3,,55,1,
openfhe,16,32768,58,55,6,16,1,1,14,512,23,1268,6,360,1628,7,388,360,748,4,333,119,,,3,,55,1,
openfhe,16,32768,58,55,4,18,2,2,14,512,23,1268,5,300,1568,5,278,300,578,5,279,179,,,3,,55,1,
openfhe,16,32768,58,55,6,16,1,1,14,512,23,1268,5,300,1568,7,388,300,688,5,279,179,,,3,,55,1,
openfhe,16,32768,58,55,4,18,2,2,14,512,23,1268,4,240,1508,5,278,240,518,6,223,239,,,3,,55,1,
openfhe,16,32768,58,55,6,16,1,1,14,512,23,1268,4,240,1508,7,388,240,628,6,223,239,,,3,,55,1,
openfhe,16,32768,58,55,4,18,2,2,14,512,23,1268,3,180,1448,5,278,180,458,8,169,299,,,3,,55,1,
openfhe,16,32768,58,55,6,16,1,1,14,512,23,1268,3,180,1448,7,388,180,568,8,169,299,,,3,,55,1,
openfhe,16,32768,58,55,4,18,2,2,14,512,23,1268,2,120,1388,5,278,120,398,12,113,359,,,3,,55,1,
openfhe,16,32768,58,55,6,16,1,1,14,512,23,1268,2,120,1388,7,388,120,508,12,113,359,,,3,,55,1,
openfhe,16,32768,58,55,4,18,2,2,14,512,23,1268,1,60,1328,5,278,60,338,23,58,419,,,3,,55,1,
openfhe,16,32768,58,55,6,16,1,1,14,512,23,1268,1,60,1328,7,388,60,448,23,58,419,,,3,,55,1,
openfhe,16,32768,58,55,3,20,3,3,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1323 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,18,2,2,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1323 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,16,1,1,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1323 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,3,20,3,3,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1323 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,18,2,2,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1323 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,16,1,1,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1323 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,3,20,3,3,14,512,24,1323,8,480,1803,4,223,480,703,3,444,-56,,,3,,55,0,logQP_boot 1803 > 1747
openfhe,16,32768,58,55,5,18,2,2,14,512,24,1323,8,480,1803,6,333,480,813,3,444,-56,,,3,,55,0,logQP_boot 1803 > 1747
openfhe,16,32768,58,55,7,16,1,1,14,512,24,1323,8,480,1803,8,443,480,923,3,444,-56,,,3,,55,0,logQP_boot 1803 > 1747
openfhe,16,32768,58,55,3,20,3,3,14,512,24,1323,6,360,1683,4,223,360,583,4,334,64,,,3,,55,1,
openfhe,16,32768,58,55,5,18,2,2,14,512,24,1323,6,360,1683,6,333,360,693,4,334,64,,,3,,55,1,
openfhe,16,32768,58,55,7,16,1,1,14,512,24,1323,6,360,1683,8,443,360,803,4,334,64,,,3,,55,1,
openfhe,16,32768,58,55,3,20,3,3,14,512,24,1323,5,300,1623,4,223,300,523,5,279,124,,,3,,55,1,
openfhe,16,32768,58,55,5,18,2,2,14,512,24,1323,5,300,1623,6,333,300,633,5,279,124,,,3,,55,1,
openfhe,16,32768,58,55,7,16,1,1,14,512,24,1323,5,300,1623,8,443,300,743,5,279,124,,,3,,55,1,
openfhe,16,32768,58,55,3,20,3,3,14,512,24,1323,4,240,1563,4,223,240,463,6,224,184,,,3,,55,1,
openfhe,16,32768,58,55,5,18,2,2,14,512,24,1323,4,240,1563,6,333,240,573,6,224,184,,,3,,55,1,
openfhe,16,32768,58,55,7,16,1,1,14,512,24,1323,4,240,1563,8,443,240,683,6,224,184,,,3,,55,1,
openfhe,16,32768,58,55,3,20,3,3,14,512,24,1323,3,180,1503,4,223,180,403,8,169,244,,,3,,55,1,
openfhe,16,32768,58,55,5,18,2,2,14,512,24,1323,3,180,1503,6,333,180,513,8,169,244,,,3,,55,1,
openfhe,16,32768,58,55,7,16,1,1,14,512,24,1323,3,180,1503,8,443,180,623,8,169,244,,,3,,55,1,
openfhe,16,32768,58,55,3,20,3,3,14,512,24,1323,2,120,1443,4,223,120,343,12,114,304,,,3,,55,1,
openfhe,16,32768,58,55,5,18,2,2,14,512,24,1323,2,120,1443,6,333,120,453,12,114,304,,,3,,55,1,
openfhe,16,32768,58,55,7,16,1,1,14,512,24,1323,2,120,1443,8,443,120,563,12,114,304,,,3,,55,1,
openfhe,16,32768,58,55,3,20,3,3,14,512,24,1323,1,60,1383,4,223,60,283,24,58,364,,,3,,55,1,
openfhe,16,32768,58,55,5,18,2,2,14,512,24,1323,1,60,1383,6,333,60,393,24,58,364,,,3,,55,1,
openfhe,16,32768,58,55,7,16,1,1,14,512,24,1323,1,60,1383,8,443,60,503,24,58,364,,,3,,55,1,
openfhe,16,32768,58,55,3,21,3,4,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,3,21,4,3,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,20,3,3,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,18,2,2,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,16,1,1,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 1380 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,3,21,3,4,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,3,21,4,3,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,20,3,3,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,18,2,2,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,16,1,1,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,3,21,3,4,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,3,21,4,3,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,20,3,3,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,18,2,2,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,16,1,1,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1378 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,3,21,3,4,14,512,25,1378,7,420,1798,4,223,420,643,4,389,-51,,,3,,55,0,logQP_boot 1798 > 1747
openfhe,16,32768,58,55,3,21,4,3,14,512,25,1378,7,420,1798,4,223,420,643,4,389,-51,,,3,,55,0,logQP_boot 1798 > 1747
openfhe,16,32768,58,55,4,20,3,3,14,512,25,1378,7,420,1798,5,278,420,698,4,389,-51,,,3,,55,0,logQP_boot 1798 > 1747
openfhe,16,32768,58,55,6,18,2,2,14,512,25,1378,7,420,1798,7,388,420,808,4,389,-51,,,3,,55,0,logQP_boot 1798 > 1747
openfhe,16,32768,58,55,8,16,1,1,14,512,25,1378,7,420,1798,9,498,420,918,4,389,-51,,,3,,55,0,logQP_boot 1798 > 1747
openfhe,16,32768,58,55,3,21,3,4,14,512,25,1378,5,300,1678,4,223,300,523,5,279,69,,,3,,55,1,
openfhe,16,32768,58,55,3,21,4,3,14,512,25,1378,5,300,1678,4,223,300,523,5,279,69,,,3,,55,1,
openfhe,16,32768,58,55,4,20,3,3,14,512,25,1378,5,300,1678,5,278,300,578,5,279,69,,,3,,55,1,
openfhe,16,32768,58,55,6,18,2,2,14,512,25,1378,5,300,1678,7,388,300,688,5,279,69,,,3,,55,1,
openfhe,16,32768,58,55,8,16,1,1,14,512,25,1378,5,300,1678,9,498,300,798,5,279,69,,,3,,55,1,
openfhe,16,32768,58,55,3,21,3,4,14,512,25,1378,4,240,1618,4,223,240,463,7,223,129,,,3,,55,1,
openfhe,16,32768,58,55,3,21,4,3,14,512,25,1378,4,240,1618,4,223,240,463,7,223,129,,,3,,55,1,
openfhe,16,32768,58,55,4,20,3,3,14,512,25,1378,4,240,1618,5,278,240,518,7,223,129,,,3,,55,1,
openfhe,16,32768,58,55,6,18,2,2,14,512,25,1378,4,240,1618,7,388,240,628,7,223,129,,,3,,55,1,
openfhe,16,32768,58,55,8,16,1,1,14,512,25,1378,4,240,1618,9,498,240,738,7,223,129,,,3,,55,1,
openfhe,16,32768,58,55,3,21,3,4,14,512,25,1378,3,180,1558,4,223,180,403,9,169,189,,,3,,55,1,
openfhe,16,32768,58,55,3,21,4,3,14,512,25,1378,3,180,1558,4,223,180,403,9,169,189,,,3,,55,1,
openfhe,16,32768,58,55,4,20,3,3,14,512,25,1378,3,180,1558,5,278,180,458,9,169,189,,,3,,55,1,
openfhe,16,32768,58,55,6,18,2,2,14,512,25,1378,3,180,1558,7,388,180,568,9,169,189,,,3,,55,1,
openfhe,16,32768,58,55,8,16,1,1,14,512,25,1378,3,180,1558,9,498,180,678,9,169,189,,,3,,55,1,
openfhe,16,32768,58,55,3,21,3,4,14,512,25,1378,2,120,1498,4,223,120,343,13,113,249,,,3,,55,1,
openfhe,16,32768,58,55,3,21,4,3,14,512,25,1378,2,120,1498,4,223,120,343,13,113,249,,,3,,55,1,
openfhe,16,32768,58,55,4,20,3,3,14,512,25,1378,2,120,1498,5,278,120,398,13,113,249,,,3,,55,1,
openfhe,16,32768,58,55,6,18,2,2,14,512,25,1378,2,120,1498,7,388,120,508,13,113,249,,,3,,55,1,
openfhe,16,32768,58,55,8,16,1,1,14,512,25,1378,2,120,1498,9,498,120,618,13,113,249,,,3,,55,1,
openfhe,16,32768,58,55,3,21,3,4,14,512,25,1378,1,60,1438,4,223,60,283,25,58,309,,,3,,55,1,
openfhe,16,32768,58,55,3,21,4,3,14,512,25,1378,1,60,1438,4,223,60,283,25,58,309,,,3,,55,1,
openfhe,16,32768,58,55,4,20,3,3,14,512,25,1378,1,60,1438,5,278,60,338,25,58,309,,,3,,55,1,
openfhe,16,32768,58,55,6,18,2,2,14,512,25,1378,1,60,1438,7,388,60,448,25,58,309,,,3,,55,1,
openfhe,16,32768,58,55,8,16,1,1,14,512,25,1378,1,60,1438,9,498,60,558,25,58,309,,,3,,55,1,
openfhe,16,32768,58,55,3,22,4,4,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,21,3,4,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,21,4,3,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,20,3,3,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,18,2,2,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,9,16,1,1,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 1440 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,3,22,4,4,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,21,3,4,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,21,4,3,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,20,3,3,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,18,2,2,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,9,16,1,1,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 720 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,3,22,4,4,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,21,3,4,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,21,4,3,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,20,3,3,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,18,2,2,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,9,16,1,1,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,3,22,4,4,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,21,3,4,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,21,4,3,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,20,3,3,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,7,18,2,2,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,9,16,1,1,14,512,,,,,,,,,,4,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1433 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,3,22,4,4,14,512,26,1433,6,360,1793,4,223,360,583,5,334,-46,,,3,,55,0,logQP_boot 1793 > 1747
openfhe,16,32768,58,55,4,21,3,4,14,512,26,1433,6,360,1793,5,278,360,638,5,334,-46,,,3,,55,0,logQP_boot 1793 > 1747
openfhe,16,32768,58,55,4,21,4,3,14,512,26,1433,6,360,1793,5,278,360,638,5,334,-46,,,3,,55,0,logQP_boot 1793 > 1747
openfhe,16,32768,58,55,5,20,3,3,14,512,26,1433,6,360,1793,6,333,360,693,5,334,-46,,,3,,55,0,logQP_boot 1793 > 1747
openfhe,16,32768,58,55,7,18,2,2,14,512,26,1433,6,360,1793,8,443,360,803,5,334,-46,,,3,,55,0,logQP_boot 1793 > 1747
openfhe,16,32768,58,55,9,16,1,1,14,512,26,1433,6,360,1793,10,553,360,913,5,334,-46,,,3,,55,0,logQP_boot 1793 > 1747
openfhe,16,32768,58,55,3,22,4,4,14,512,26,1433,5,300,1733,4,223,300,523,6,279,14,,,3,,55,1,
openfhe,16,32768,58,55,4,21,3,4,14,512,26,1433,5,300,1733,5,278,300,578,6,279,14,,,3,,55,1,
openfhe,16,32768,58,55,4,21,4,3,14,512,26,1433,5,300,1733,5,278,300,578,6,279,14,,,3,,55,1,
openfhe,16,32768,58,55,5,20,3,3,14,512,26,1433,5,300,1733,6,333,300,633,6,279,14,,,3,,55,1,
openfhe,16,32768,58,55,7,18,2,2,14,512,26,1433,5,300,1733,8,443,300,743,6,279,14,,,3,,55,1,
openfhe,16,32768,58,55,9,16,1,1,14,512,26,1433,5,300,1733,10,553,300,853,6,279,14,,,3,,55,1,
openfhe,16,32768,58,55,3,22,4,4,14,512,26,1433,4,240,1673,4,223,240,463,7,224,74,,,3,,55,1,
openfhe,16,32768,58,55,4,21,3,4,14,512,26,1433,4,240,1673,5,278,240,518,7,224,74,,,3,,55,1,
openfhe,16,32768,58,55,4,21,4,3,14,512,26,1433,4,240,1673,5,278,240,518,7,224,74,,,3,,55,1,
openfhe,16,32768,58,55,5,20,3,3,14,512,26,1433,4,240,1673,6,333,240,573,7,224,74,,,3,,55,1,
openfhe,16,32768,58,55,7,18,2,2,14,512,26,1433,4,240,1673,8,443,240,683,7,224,74,,,3,,55,1,
openfhe,16,32768,58,55,9,16,1,1,14,512,26,1433,4,240,1673,10,553,240,793,7,224,74,,,3,,55,1,
openfhe,16,32768,58,55,3,22,4,4,14,512,26,1433,3,180,1613,4,223,180,403,9,169,134,,,3,,55,1,
openfhe,16,32768,58,55,4,21,3,4,14,512,26,1433,3,180,1613,5,278,180,458,9,169,134,,,3,,55,1,
openfhe,16,32768,58,55,4,21,4,3,14,512,26,1433,3,180,1613,5,278,180,458,9,169,134,,,3,,55,1,
openfhe,16,32768,58,55,5,20,3,3,14,512,26,1433,3,180,1613,6,333,180,513,9,169,134,,,3,,55,1,
openfhe,16,32768,58,55,7,18,2,2,14,512,26,1433,3,180,1613,8,443,180,623,9,169,134,,,3,,55,1,
openfhe,16,32768,58,55,9,16,1,1,14,512,26,1433,3,180,1613,10,553,180,733,9,169,134,,,3,,55,1,
openfhe,16,32768,58,55,3,22,4,4,14,512,26,1433,2,120,1553,4,223,120,343,13,114,194,,,3,,55,1,
openfhe,16,32768,58,55,4,21,3,4,14,512,26,1433,2,120,1553,5,278,120,398,13,114,194,,,3,,55,1,
openfhe,16,32768,58,55,4,21,4,3,14,512,26,1433,2,120,1553,5,278,120,398,13,114,194,,,3,,55,1,
openfhe,16,32768,58,55,5,20,3,3,14,512,26,1433,2,120,1553,6,333,120,453,13,114,194,,,3,,55,1,
openfhe,16,32768,58,55,7,18,2,2,14,512,26,1433,2,120,1553,8,443,120,563,13,114,194,,,3,,55,1,
openfhe,16,32768,58,55,9,16,1,1,14,512,26,1433,2,120,1553,10,553,120,673,13,114,194,,,3,,55,1,
openfhe,16,32768,58,55,3,22,4,4,14,512,26,1433,1,60,1493,4,223,60,283,26,58,254,,,3,,55,1,
openfhe,16,32768,58,55,4,21,3,4,14,512,26,1433,1,60,1493,5,278,60,338,26,58,254,,,3,,55,1,
openfhe,16,32768,58,55,4,21,4,3,14,512,26,1433,1,60,1493,5,278,60,338,26,58,254,,,3,,55,1,
openfhe,16,32768,58,55,5,20,3,3,14,512,26,1433,1,60,1493,6,333,60,393,26,58,254,,,3,,55,1,
openfhe,16,32768,58,55,7,18,2,2,14,512,26,1433,1,60,1493,8,443,60,503,26,58,254,,,3,,55,1,
openfhe,16,32768,58,55,9,16,1,1,14,512,26,1433,1,60,1493,10,553,60,613,26,58,254,,,3,,55,1,
openfhe,16,32768,58,55,4,22,4,4,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 1500 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,21,3,4,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 1500 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,21,4,3,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 1500 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,20,3,3,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 1500 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,18,2,2,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 1500 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,10,16,1,1,14,512,,,,,,,,,,1,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 1500 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,22,4,4,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,21,3,4,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,21,4,3,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,6,20,3,3,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,8,18,2,2,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,10,16,1,1,14,512,,,,,,,,,,2,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 780 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,4,22,4,4,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,58,55,5,21,3,4,14,512,,,,,,,,,,3,,,,,3,,55,0,예측 탈락(§8.5 규칙4): logQ 1488 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
