q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth_of,evalmod_levels_of,QCount_boot_of,logQ_boot_of,PCount_boot_of,logP_boot_of,logQP_boot_of,margin_1747_of,dnum_of,QCount_residual_of,logQ_residual_of,logQP_residual_of,grid_of,boot_depth_la,evalmod_levels_la,QCount_boot_la,logQ_boot_la,PCount_boot_la,logP_boot_la,logQP_boot_la,margin_1747_la,dnum_la,QCount_residual_la,logQ_residual_la,logQP_residual_la,grid_la,rotkeys_la,rotkeys_of
45,38,4,3,4,21,14,26.0,995.0,9.0,540.0,1535.0,212.0,2,5.0,197.0,737.0,L3-14,20.0,13.0,25.0,1171.0,7,427.0,1598.0,149.0,4.0,5.0,197.0,502.0,L3-14,48,
45,38,4,4,3,21,14,26.0,995.0,9.0,540.0,1535.0,212.0,2,5.0,197.0,737.0,L3-14,20.0,13.0,25.0,1188.0,7,427.0,1615.0,132.0,4.0,5.0,197.0,502.0,L3-14,48,
45,38,4,4,4,22,14,27.0,1033.0,9.0,540.0,1573.0,174.0,2,5.0,197.0,737.0,L3-14,21.0,13.0,26.0,1227.0,7,427.0,1654.0,93.0,4.0,5.0,197.0,502.0,L3-14,33,
45,38,5,2,2,18,14,24.0,919.0,8.0,480.0,1399.0,348.0,2,6.0,235.0,715.0,L3-14,17.0,13.0,23.0,1075.0,8,488.0,1563.0,184.0,3.0,6.0,235.0,601.0,L3-14,61,
45,38,5,3,3,20,14,26.0,995.0,9.0,540.0,1535.0,212.0,2,6.0,235.0,775.0,L3-14,19.0,13.0,25.0,1170.0,7,427.0,1597.0,150.0,4.0,6.0,235.0,601.0,L3-14,39,
45,38,5,3,4,21,14,27.0,1033.0,9.0,540.0,1573.0,174.0,2,6.0,235.0,775.0,L3-14,20.0,13.0,26.0,1209.0,7,427.0,1636.0,111.0,4.0,6.0,235.0,601.0,L3-14,48,
45,38,5,4,3,21,14,27.0,1033.0,9.0,540.0,1573.0,174.0,2,6.0,235.0,775.0,L3-14,20.0,13.0,26.0,1226.0,7,427.0,1653.0,94.0,4.0,6.0,235.0,601.0,L3-14,48,
45,38,5,4,4,22,14,28.0,1071.0,9.0,540.0,1611.0,136.0,2,6.0,235.0,775.0,L3-14,21.0,13.0,27.0,1265.0,7,427.0,1692.0,55.0,4.0,6.0,235.0,601.0,L3-14,33,
45,38,6,2,2,18,14,25.0,957.0,9.0,540.0,1497.0,250.0,2,7.0,273.0,813.0,L3-14,17.0,13.0,24.0,1113.0,8,488.0,1601.0,146.0,3.0,7.0,273.0,700.0,L3-14,61,
45,38,6,3,3,20,14,27.0,1033.0,9.0,540.0,1573.0,174.0,2,7.0,273.0,813.0,L3-14,19.0,13.0,26.0,1208.0,7,427.0,1635.0,112.0,4.0,7.0,273.0,700.0,L3-14,39,
45,38,6,3,4,21,14,28.0,1071.0,9.0,540.0,1611.0,136.0,2,7.0,273.0,813.0,L3-14,20.0,13.0,27.0,1247.0,7,427.0,1674.0,73.0,4.0,7.0,273.0,700.0,L3-14,48,
45,38,6,4,3,21,14,28.0,1071.0,9.0,540.0,1611.0,136.0,2,7.0,273.0,813.0,L3-14,20.0,13.0,27.0,1264.0,7,427.0,1691.0,56.0,4.0,7.0,273.0,700.0,L3-14,48,
45,38,6,4,4,22,14,29.0,1109.0,10.0,600.0,1709.0,38.0,2,7.0,273.0,873.0,L3-14,21.0,13.0,28.0,1303.0,7,427.0,1730.0,17.0,4.0,7.0,273.0,700.0,L3-14,33,
45,38,7,2,2,18,14,26.0,995.0,9.0,540.0,1535.0,212.0,2,8.0,311.0,851.0,L3-14,17.0,13.0,25.0,1151.0,7,427.0,1578.0,169.0,4.0,8.0,311.0,799.0,L3-14,61,
45,38,7,3,3,20,14,28.0,1071.0,9.0,540.0,1611.0,136.0,2,8.0,311.0,851.0,L3-14,19.0,13.0,27.0,1246.0,7,427.0,1673.0,74.0,4.0,8.0,311.0,799.0,L3-14,39,
45,38,7,3,4,21,14,29.0,1109.0,10.0,600.0,1709.0,38.0,2,8.0,311.0,911.0,L3-14,20.0,13.0,28.0,1285.0,7,427.0,1712.0,35.0,4.0,8.0,311.0,799.0,L3-14,48,
45,38,7,4,3,21,14,29.0,1109.0,10.0,600.0,1709.0,38.0,2,8.0,311.0,911.0,L3-14,20.0,13.0,28.0,1302.0,7,427.0,1729.0,18.0,4.0,8.0,311.0,799.0,L3-14,48,
45,38,7,4,4,22,14,30.0,1147.0,10.0,600.0,1747.0,0.0,2,8.0,311.0,911.0,L3-14,21.0,13.0,29.0,1341.0,6,366.0,1707.0,40.0,5.0,8.0,311.0,799.0,L3-14,33,
45,38,8,2,2,18,14,27.0,1033.0,9.0,540.0,1573.0,174.0,2,9.0,349.0,889.0,L3-14,17.0,13.0,26.0,1189.0,7,427.0,1616.0,131.0,4.0,9.0,349.0,654.0,L3-14,61,
45,38,8,3,3,20,14,29.0,1109.0,10.0,600.0,1709.0,38.0,2,9.0,349.0,949.0,L3-14,19.0,13.0,28.0,1284.0,7,427.0,1711.0,36.0,4.0,9.0,349.0,654.0,L3-14,39,
45,38,8,3,4,21,14,30.0,1147.0,10.0,600.0,1747.0,0.0,2,9.0,349.0,949.0,L3-14,20.0,13.0,29.0,1323.0,6,366.0,1689.0,58.0,5.0,9.0,349.0,654.0,L3-14,48,
45,38,8,4,3,21,14,30.0,1147.0,10.0,600.0,1747.0,0.0,2,9.0,349.0,949.0,L3-14,20.0,13.0,29.0,1340.0,6,366.0,1706.0,41.0,5.0,9.0,349.0,654.0,L3-14,48,
45,38,8,4,4,22,14,31.0,1185.0,8.0,480.0,1665.0,82.0,3,9.0,349.0,829.0,L3-14,21.0,13.0,30.0,1379.0,6,366.0,1745.0,2.0,5.0,9.0,349.0,654.0,L3-14,33,
45,38,9,2,2,18,14,28.0,1071.0,9.0,540.0,1611.0,136.0,2,10.0,387.0,927.0,L3-14,17.0,13.0,27.0,1227.0,7,427.0,1654.0,93.0,4.0,10.0,387.0,692.0,L3-14,61,
45,38,9,3,3,20,14,30.0,1147.0,10.0,600.0,1747.0,0.0,2,10.0,387.0,987.0,L3-14,19.0,13.0,29.0,1322.0,6,366.0,1688.0,59.0,5.0,10.0,387.0,692.0,L3-14,39,
45,38,9,3,4,21,14,31.0,1185.0,8.0,480.0,1665.0,82.0,3,10.0,387.0,867.0,L3-14,20.0,13.0,30.0,1361.0,6,366.0,1727.0,20.0,5.0,10.0,387.0,692.0,L3-14,48,
45,38,9,4,3,21,14,31.0,1185.0,8.0,480.0,1665.0,82.0,3,10.0,387.0,867.0,L3-14,20.0,13.0,30.0,1378.0,6,366.0,1744.0,3.0,5.0,10.0,387.0,692.0,L3-14,48,
45,38,9,4,4,22,14,32.0,1223.0,8.0,480.0,1703.0,44.0,3,10.0,387.0,867.0,L3-14,21.0,13.0,31.0,1417.0,5,305.0,1722.0,25.0,7.0,10.0,387.0,692.0,L3-14,33,
45,38,10,2,2,18,14,29.0,1109.0,10.0,600.0,1709.0,38.0,2,11.0,425.0,1025.0,L3-14,17.0,13.0,28.0,1265.0,7,427.0,1692.0,55.0,4.0,11.0,425.0,791.0,L3-14,61,
45,38,10,3,3,20,14,31.0,1185.0,8.0,480.0,1665.0,82.0,3,11.0,425.0,905.0,L3-14,19.0,13.0,30.0,1360.0,6,366.0,1726.0,21.0,5.0,11.0,425.0,791.0,L3-14,39,
45,38,10,3,4,21,14,32.0,1223.0,8.0,480.0,1703.0,44.0,3,11.0,425.0,905.0,L3-14,20.0,13.0,31.0,1399.0,5,305.0,1704.0,43.0,7.0,11.0,425.0,791.0,L3-14,48,
45,38,10,4,3,21,14,32.0,1223.0,8.0,480.0,1703.0,44.0,3,11.0,425.0,905.0,L3-14,20.0,13.0,31.0,1416.0,5,305.0,1721.0,26.0,7.0,11.0,425.0,791.0,L3-14,48,
45,38,10,4,4,22,14,33.0,1261.0,8.0,480.0,1741.0,6.0,3,11.0,425.0,905.0,L3-14,21.0,13.0,32.0,1455.0,4,244.0,1699.0,48.0,8.0,11.0,425.0,791.0,L3-14,33,
45,38,11,2,2,18,14,30.0,1147.0,10.0,600.0,1747.0,0.0,2,12.0,463.0,1063.0,L3-14,17.0,13.0,29.0,1303.0,6,366.0,1669.0,78.0,5.0,12.0,463.0,829.0,L3-14,61,
45,38,11,3,3,20,14,32.0,1223.0,8.0,480.0,1703.0,44.0,3,12.0,463.0,943.0,L3-14,19.0,13.0,31.0,1398.0,5,305.0,1703.0,44.0,7.0,12.0,463.0,829.0,L3-14,39,
45,38,11,3,4,21,14,33.0,1261.0,8.0,480.0,1741.0,6.0,3,12.0,463.0,943.0,L3-14,20.0,13.0,32.0,1437.0,5,305.0,1742.0,5.0,7.0,12.0,463.0,829.0,L3-14,48,
45,38,11,4,3,21,14,33.0,1261.0,8.0,480.0,1741.0,6.0,3,12.0,463.0,943.0,L3-14,20.0,13.0,32.0,1454.0,4,244.0,1698.0,49.0,8.0,12.0,463.0,829.0,L3-14,48,
45,38,11,4,4,22,14,34.0,1299.0,6.0,360.0,1659.0,88.0,4,12.0,463.0,823.0,L3-14,21.0,13.0,33.0,1493.0,4,244.0,1737.0,10.0,9.0,12.0,463.0,829.0,L3-14,33,
45,38,12,2,2,18,14,31.0,1185.0,8.0,480.0,1665.0,82.0,3,13.0,501.0,981.0,L3-14,17.0,13.0,30.0,1341.0,6,366.0,1707.0,40.0,5.0,13.0,501.0,928.0,L3-14,61,
45,38,12,3,3,20,14,33.0,1261.0,8.0,480.0,1741.0,6.0,3,13.0,501.0,981.0,L3-14,19.0,13.0,32.0,1436.0,5,305.0,1741.0,6.0,7.0,13.0,501.0,928.0,L3-14,39,
45,38,12,3,4,21,14,34.0,1299.0,6.0,360.0,1659.0,88.0,4,13.0,501.0,861.0,L3-14,20.0,13.0,33.0,1475.0,4,244.0,1719.0,28.0,9.0,13.0,501.0,928.0,L3-14,48,
45,38,12,4,3,21,14,34.0,1299.0,6.0,360.0,1659.0,88.0,4,13.0,501.0,861.0,L3-14,20.0,13.0,33.0,1492.0,4,244.0,1736.0,11.0,9.0,13.0,501.0,928.0,L3-14,48,
45,38,12,4,4,22,14,35.0,1337.0,6.0,360.0,1697.0,50.0,4,13.0,501.0,861.0,L3-14,21.0,13.0,34.0,1531.0,3,183.0,1714.0,33.0,12.0,13.0,501.0,928.0,L3-14,33,
45,38,13,2,2,18,14,32.0,1223.0,8.0,480.0,1703.0,44.0,3,14.0,539.0,1019.0,L3-14,17.0,13.0,31.0,1379.0,6,366.0,1745.0,2.0,6.0,14.0,539.0,966.0,L3-14,61,
45,38,13,3,3,20,14,34.0,1299.0,6.0,360.0,1659.0,88.0,4,14.0,539.0,899.0,L3-14,19.0,13.0,33.0,1474.0,4,244.0,1718.0,29.0,9.0,14.0,539.0,966.0,L3-14,39,
45,38,13,3,4,21,14,35.0,1337.0,6.0,360.0,1697.0,50.0,4,14.0,539.0,899.0,L3-14,20.0,13.0,34.0,1513.0,3,183.0,1696.0,51.0,12.0,14.0,539.0,966.0,L3-14,48,
45,38,13,4,3,21,14,35.0,1337.0,6.0,360.0,1697.0,50.0,4,14.0,539.0,899.0,L3-14,20.0,13.0,34.0,1530.0,3,183.0,1713.0,34.0,12.0,14.0,539.0,966.0,L3-14,48,
45,38,13,4,4,22,14,36.0,1375.0,6.0,360.0,1735.0,12.0,4,14.0,539.0,899.0,L3-14,21.0,13.0,35.0,1569.0,2,122.0,1691.0,56.0,18.0,14.0,539.0,966.0,L3-14,33,
45,38,14,2,2,18,14,33.0,1261.0,8.0,480.0,1741.0,6.0,3,15.0,577.0,1057.0,L3-14,17.0,13.0,32.0,1417.0,5,305.0,1722.0,25.0,7.0,15.0,577.0,1065.0,L3-14,61,
45,38,14,3,3,20,14,35.0,1337.0,6.0,360.0,1697.0,50.0,4,15.0,577.0,937.0,L3-14,19.0,13.0,34.0,1512.0,3,183.0,1695.0,52.0,12.0,15.0,577.0,1065.0,L3-14,39,
45,38,14,3,4,21,14,36.0,1375.0,6.0,360.0,1735.0,12.0,4,15.0,577.0,937.0,L3-14,20.0,13.0,35.0,1551.0,3,183.0,1734.0,13.0,12.0,15.0,577.0,1065.0,L3-14,48,
45,38,14,4,3,21,14,36.0,1375.0,6.0,360.0,1735.0,12.0,4,15.0,577.0,937.0,L3-14,20.0,13.0,35.0,1568.0,2,122.0,1690.0,57.0,18.0,15.0,577.0,1065.0,L3-14,48,
45,38,14,4,4,22,14,37.0,1413.0,5.0,300.0,1713.0,34.0,6,15.0,577.0,877.0,L3-14,21.0,13.0,36.0,1607.0,2,122.0,1729.0,18.0,18.0,15.0,577.0,1065.0,L3-14,33,
45,38,15,2,2,18,14,34.0,1299.0,6.0,360.0,1659.0,88.0,4,16.0,615.0,975.0,L15-20,17.0,13.0,33.0,1455.0,4,244.0,1699.0,48.0,9.0,16.0,615.0,1103.0,L15-20,61,
45,38,15,3,3,20,14,36.0,1375.0,6.0,360.0,1735.0,12.0,4,16.0,615.0,975.0,L15-20,19.0,13.0,35.0,1550.0,3,183.0,1733.0,14.0,12.0,16.0,615.0,1103.0,L15-20,39,
45,38,15,3,4,21,14,37.0,1413.0,5.0,300.0,1713.0,34.0,6,16.0,615.0,915.0,L15-20,20.0,13.0,36.0,1589.0,2,122.0,1711.0,36.0,18.0,16.0,615.0,1103.0,L15-20,48,
45,38,15,4,3,21,14,37.0,1413.0,5.0,300.0,1713.0,34.0,6,16.0,615.0,915.0,L15-20,20.0,13.0,36.0,1606.0,2,122.0,1728.0,19.0,18.0,16.0,615.0,1103.0,L15-20,48,
45,38,15,4,4,22,14,38.0,1451.0,4.0,240.0,1691.0,56.0,7,16.0,615.0,855.0,L15-20,21.0,13.0,37.0,1645.0,1,61.0,1706.0,41.0,37.0,16.0,615.0,1103.0,L15-20,33,
45,38,16,2,2,18,14,35.0,1337.0,6.0,360.0,1697.0,50.0,4,17.0,653.0,1013.0,L15-20,17.0,13.0,34.0,1493.0,4,244.0,1737.0,10.0,9.0,17.0,653.0,1019.0,L15-20,61,
45,38,16,3,3,20,14,37.0,1413.0,5.0,300.0,1713.0,34.0,6,17.0,653.0,953.0,L15-20,19.0,13.0,36.0,1588.0,2,122.0,1710.0,37.0,18.0,17.0,653.0,1019.0,L15-20,39,
45,38,16,3,4,21,14,38.0,1451.0,4.0,240.0,1691.0,56.0,7,17.0,653.0,893.0,L15-20,20.0,13.0,37.0,1627.0,1,61.0,1688.0,59.0,37.0,17.0,653.0,1019.0,L15-20,48,
45,38,16,4,3,21,14,38.0,1451.0,4.0,240.0,1691.0,56.0,7,17.0,653.0,893.0,L15-20,20.0,13.0,37.0,1644.0,1,61.0,1705.0,42.0,37.0,17.0,653.0,1019.0,L15-20,48,
45,38,16,4,4,22,14,39.0,1489.0,4.0,240.0,1729.0,18.0,7,17.0,653.0,893.0,L15-20,21.0,13.0,38.0,1683.0,1,61.0,1744.0,3.0,38.0,17.0,653.0,1019.0,L15-20,33,
45,38,17,2,2,18,14,36.0,1375.0,6.0,360.0,1735.0,12.0,4,18.0,691.0,1051.0,L15-20,17.0,13.0,35.0,1531.0,3,183.0,1714.0,33.0,12.0,18.0,691.0,1057.0,L15-20,61,
45,38,17,3,3,20,14,38.0,1451.0,4.0,240.0,1691.0,56.0,7,18.0,691.0,931.0,L15-20,19.0,13.0,37.0,1626.0,1,61.0,1687.0,60.0,37.0,18.0,691.0,1057.0,L15-20,39,
45,38,17,3,4,21,14,39.0,1489.0,4.0,240.0,1729.0,18.0,7,18.0,691.0,931.0,L15-20,20.0,13.0,38.0,1665.0,1,61.0,1726.0,21.0,38.0,18.0,691.0,1057.0,L15-20,48,
45,38,17,4,3,21,14,39.0,1489.0,4.0,240.0,1729.0,18.0,7,18.0,691.0,931.0,L15-20,20.0,13.0,38.0,1682.0,1,61.0,1743.0,4.0,38.0,18.0,691.0,1057.0,L15-20,48,
45,38,18,2,2,18,14,37.0,1413.0,5.0,300.0,1713.0,34.0,6,19.0,729.0,1029.0,L15-20,17.0,13.0,36.0,1569.0,2,122.0,1691.0,56.0,18.0,19.0,729.0,1156.0,L15-20,61,
45,38,18,3,3,20,14,39.0,1489.0,4.0,240.0,1729.0,18.0,7,19.0,729.0,969.0,L15-20,19.0,13.0,38.0,1664.0,1,61.0,1725.0,22.0,38.0,19.0,729.0,1156.0,L15-20,39,
45,38,19,2,2,18,14,38.0,1451.0,4.0,240.0,1691.0,56.0,7,20.0,767.0,1007.0,L15-20,17.0,13.0,37.0,1607.0,2,122.0,1729.0,18.0,19.0,20.0,767.0,1194.0,L15-20,61,
45,38,20,2,2,18,14,39.0,1489.0,4.0,240.0,1729.0,18.0,7,21.0,805.0,1045.0,L15-20,17.0,13.0,38.0,1645.0,1,61.0,1706.0,41.0,38.0,21.0,805.0,1232.0,L15-20,61,
45,40,3,2,2,18,14,22.0,885.0,8.0,480.0,1365.0,382.0,2,4.0,165.0,645.0,L3-14,17.0,13.0,21.0,1005.0,7,427.0,1432.0,315.0,3.0,4.0,165.0,409.0,L3-14,61,
45,40,3,3,3,20,14,24.0,965.0,9.0,540.0,1505.0,242.0,2,4.0,165.0,705.0,L3-14,19.0,13.0,23.0,1100.0,8,488.0,1588.0,159.0,3.0,4.0,165.0,409.0,L3-14,39,
45,40,3,3,4,21,14,25.0,1005.0,9.0,540.0,1545.0,202.0,2,4.0,165.0,705.0,L3-14,20.0,13.0,24.0,1139.0,8,488.0,1627.0,120.0,3.0,4.0,165.0,409.0,L3-14,48,
45,40,3,4,3,21,14,25.0,1005.0,9.0,540.0,1545.0,202.0,2,4.0,165.0,705.0,L3-14,20.0,13.0,24.0,1156.0,8,488.0,1644.0,103.0,3.0,4.0,165.0,409.0,L3-14,48,
45,40,3,4,4,22,14,26.0,1045.0,9.0,540.0,1585.0,162.0,2,4.0,165.0,705.0,L3-14,21.0,13.0,25.0,1195.0,7,427.0,1622.0,125.0,4.0,4.0,165.0,409.0,L3-14,33,
45,40,4,2,2,18,14,23.0,925.0,9.0,540.0,1465.0,282.0,2,5.0,205.0,745.0,L3-14,17.0,13.0,22.0,1045.0,8,488.0,1533.0,214.0,3.0,5.0,205.0,510.0,L3-14,61,
45,40,4,3,3,20,14,25.0,1005.0,9.0,540.0,1545.0,202.0,2,5.0,205.0,745.0,L3-14,19.0,13.0,24.0,1140.0,8,488.0,1628.0,119.0,3.0,5.0,205.0,510.0,L3-14,39,
45,40,4,3,4,21,14,26.0,1045.0,9.0,540.0,1585.0,162.0,2,5.0,205.0,745.0,L3-14,20.0,13.0,25.0,1179.0,7,427.0,1606.0,141.0,4.0,5.0,205.0,510.0,L3-14,48,
45,40,4,4,3,21,14,26.0,1045.0,9.0,540.0,1585.0,162.0,2,5.0,205.0,745.0,L3-14,20.0,13.0,25.0,1196.0,7,427.0,1623.0,124.0,4.0,5.0,205.0,510.0,L3-14,48,
45,40,4,4,4,22,14,27.0,1085.0,10.0,600.0,1685.0,62.0,2,5.0,205.0,805.0,L3-14,21.0,13.0,26.0,1235.0,7,427.0,1662.0,85.0,4.0,5.0,205.0,510.0,L3-14,33,
45,40,5,2,2,18,14,24.0,965.0,9.0,540.0,1505.0,242.0,2,6.0,245.0,785.0,L3-14,17.0,13.0,23.0,1085.0,8,488.0,1573.0,174.0,3.0,6.0,245.0,611.0,L3-14,61,
45,40,5,3,3,20,14,26.0,1045.0,9.0,540.0,1585.0,162.0,2,6.0,245.0,785.0,L3-14,19.0,13.0,25.0,1180.0,7,427.0,1607.0,140.0,4.0,6.0,245.0,611.0,L3-14,39,
45,40,5,3,4,21,14,27.0,1085.0,10.0,600.0,1685.0,62.0,2,6.0,245.0,845.0,L3-14,20.0,13.0,26.0,1219.0,7,427.0,1646.0,101.0,4.0,6.0,245.0,611.0,L3-14,48,
45,40,5,4,3,21,14,27.0,1085.0,10.0,600.0,1685.0,62.0,2,6.0,245.0,845.0,L3-14,20.0,13.0,26.0,1236.0,7,427.0,1663.0,84.0,4.0,6.0,245.0,611.0,L3-14,48,
45,40,5,4,4,22,14,28.0,1125.0,10.0,600.0,1725.0,22.0,2,6.0,245.0,845.0,L3-14,21.0,13.0,27.0,1275.0,7,427.0,1702.0,45.0,4.0,6.0,245.0,611.0,L3-14,33,
45,40,6,2,2,18,14,25.0,1005.0,9.0,540.0,1545.0,202.0,2,7.0,285.0,825.0,L3-14,17.0,13.0,24.0,1125.0,8,488.0,1613.0,134.0,3.0,7.0,285.0,712.0,L3-14,61,
45,40,6,3,3,20,14,27.0,1085.0,10.0,600.0,1685.0,62.0,2,7.0,285.0,885.0,L3-14,19.0,13.0,26.0,1220.0,7,427.0,1647.0,100.0,4.0,7.0,285.0,712.0,L3-14,39,
45,40,6,3,4,21,14,28.0,1125.0,10.0,600.0,1725.0,22.0,2,7.0,285.0,885.0,L3-14,20.0,13.0,27.0,1259.0,7,427.0,1686.0,61.0,4.0,7.0,285.0,712.0,L3-14,48,
45,40,6,4,3,21,14,28.0,1125.0,10.0,600.0,1725.0,22.0,2,7.0,285.0,885.0,L3-14,20.0,13.0,27.0,1276.0,7,427.0,1703.0,44.0,4.0,7.0,285.0,712.0,L3-14,48,
45,40,6,4,4,22,14,29.0,1165.0,7.0,420.0,1585.0,162.0,3,7.0,285.0,705.0,L3-14,21.0,13.0,28.0,1315.0,7,427.0,1742.0,5.0,4.0,7.0,285.0,712.0,L3-14,33,
45,40,7,2,2,18,14,26.0,1045.0,9.0,540.0,1585.0,162.0,2,8.0,325.0,865.0,L3-14,17.0,13.0,25.0,1165.0,7,427.0,1592.0,155.0,4.0,8.0,325.0,813.0,L3-14,61,
45,40,7,3,3,20,14,28.0,1125.0,10.0,600.0,1725.0,22.0,2,8.0,325.0,925.0,L3-14,19.0,13.0,27.0,1260.0,7,427.0,1687.0,60.0,4.0,8.0,325.0,813.0,L3-14,39,
45,40,7,3,4,21,14,29.0,1165.0,7.0,420.0,1585.0,162.0,3,8.0,325.0,745.0,L3-14,20.0,13.0,28.0,1299.0,7,427.0,1726.0,21.0,4.0,8.0,325.0,813.0,L3-14,48,
45,40,7,4,3,21,14,29.0,1165.0,7.0,420.0,1585.0,162.0,3,8.0,325.0,745.0,L3-14,20.0,13.0,28.0,1316.0,7,427.0,1743.0,4.0,4.0,8.0,325.0,813.0,L3-14,48,
45,40,7,4,4,22,14,30.0,1205.0,7.0,420.0,1625.0,122.0,3,8.0,325.0,745.0,L3-14,21.0,13.0,29.0,1355.0,6,366.0,1721.0,26.0,5.0,8.0,325.0,813.0,L3-14,33,
45,40,8,2,2,18,14,27.0,1085.0,10.0,600.0,1685.0,62.0,2,9.0,365.0,965.0,L3-14,17.0,13.0,26.0,1205.0,7,427.0,1632.0,115.0,4.0,9.0,365.0,670.0,L3-14,61,
45,40,8,3,3,20,14,29.0,1165.0,7.0,420.0,1585.0,162.0,3,9.0,365.0,785.0,L3-14,19.0,13.0,28.0,1300.0,7,427.0,1727.0,20.0,4.0,9.0,365.0,670.0,L3-14,39,
45,40,8,3,4,21,14,30.0,1205.0,7.0,420.0,1625.0,122.0,3,9.0,365.0,785.0,L3-14,20.0,13.0,29.0,1339.0,6,366.0,1705.0,42.0,5.0,9.0,365.0,670.0,L3-14,48,
45,40,8,4,3,21,14,30.0,1205.0,7.0,420.0,1625.0,122.0,3,9.0,365.0,785.0,L3-14,20.0,13.0,29.0,1356.0,6,366.0,1722.0,25.0,5.0,9.0,365.0,670.0,L3-14,48,
45,40,8,4,4,22,14,31.0,1245.0,8.0,480.0,1725.0,22.0,3,9.0,365.0,845.0,L3-14,21.0,13.0,30.0,1395.0,5,305.0,1700.0,47.0,6.0,9.0,365.0,670.0,L3-14,33,
45,40,9,2,2,18,14,28.0,1125.0,10.0,600.0,1725.0,22.0,2,10.0,405.0,1005.0,L3-14,17.0,13.0,27.0,1245.0,7,427.0,1672.0,75.0,4.0,10.0,405.0,710.0,L3-14,61,
45,40,9,3,3,20,14,30.0,1205.0,7.0,420.0,1625.0,122.0,3,10.0,405.0,825.0,L3-14,19.0,13.0,29.0,1340.0,6,366.0,1706.0,41.0,5.0,10.0,405.0,710.0,L3-14,39,
45,40,9,3,4,21,14,31.0,1245.0,8.0,480.0,1725.0,22.0,3,10.0,405.0,885.0,L3-14,20.0,13.0,30.0,1379.0,6,366.0,1745.0,2.0,5.0,10.0,405.0,710.0,L3-14,48,
45,40,9,4,3,21,14,31.0,1245.0,8.0,480.0,1725.0,22.0,3,10.0,405.0,885.0,L3-14,20.0,13.0,30.0,1396.0,5,305.0,1701.0,46.0,6.0,10.0,405.0,710.0,L3-14,48,
45,40,9,4,4,22,14,32.0,1285.0,6.0,360.0,1645.0,102.0,4,10.0,405.0,765.0,L3-14,21.0,13.0,31.0,1435.0,5,305.0,1740.0,7.0,7.0,10.0,405.0,710.0,L3-14,33,
45,40,10,2,2,18,14,29.0,1165.0,7.0,420.0,1585.0,162.0,3,11.0,445.0,865.0,L3-14,17.0,13.0,28.0,1285.0,7,427.0,1712.0,35.0,4.0,11.0,445.0,811.0,L3-14,61,
45,40,10,3,3,20,14,31.0,1245.0,8.0,480.0,1725.0,22.0,3,11.0,445.0,925.0,L3-14,19.0,13.0,30.0,1380.0,6,366.0,1746.0,1.0,5.0,11.0,445.0,811.0,L3-14,39,
45,40,10,3,4,21,14,32.0,1285.0,6.0,360.0,1645.0,102.0,4,11.0,445.0,805.0,L3-14,20.0,13.0,31.0,1419.0,5,305.0,1724.0,23.0,7.0,11.0,445.0,811.0,L3-14,48,
45,40,10,4,3,21,14,32.0,1285.0,6.0,360.0,1645.0,102.0,4,11.0,445.0,805.0,L3-14,20.0,13.0,31.0,1436.0,5,305.0,1741.0,6.0,7.0,11.0,445.0,811.0,L3-14,48,
45,40,10,4,4,22,14,33.0,1325.0,7.0,420.0,1745.0,2.0,4,11.0,445.0,865.0,L3-14,21.0,13.0,32.0,1475.0,4,244.0,1719.0,28.0,8.0,11.0,445.0,811.0,L3-14,33,
45,40,11,2,2,18,14,30.0,1205.0,7.0,420.0,1625.0,122.0,3,12.0,485.0,905.0,L3-14,17.0,13.0,29.0,1325.0,6,366.0,1691.0,56.0,5.0,12.0,485.0,851.0,L3-14,61,
45,40,11,3,3,20,14,32.0,1285.0,6.0,360.0,1645.0,102.0,4,12.0,485.0,845.0,L3-14,19.0,13.0,31.0,1420.0,5,305.0,1725.0,22.0,7.0,12.0,485.0,851.0,L3-14,39,
45,40,11,3,4,21,14,33.0,1325.0,7.0,420.0,1745.0,2.0,4,12.0,485.0,905.0,L3-14,20.0,13.0,32.0,1459.0,4,244.0,1703.0,44.0,8.0,12.0,485.0,851.0,L3-14,48,
45,40,11,4,3,21,14,33.0,1325.0,7.0,420.0,1745.0,2.0,4,12.0,485.0,905.0,L3-14,20.0,13.0,32.0,1476.0,4,244.0,1720.0,27.0,8.0,12.0,485.0,851.0,L3-14,48,
45,40,11,4,4,22,14,34.0,1365.0,5.0,300.0,1665.0,82.0,5,12.0,485.0,785.0,L3-14,21.0,13.0,33.0,1515.0,3,183.0,1698.0,49.0,11.0,12.0,485.0,851.0,L3-14,33,
45,40,12,2,2,18,14,31.0,1245.0,8.0,480.0,1725.0,22.0,3,13.0,525.0,1005.0,L3-14,17.0,13.0,30.0,1365.0,6,366.0,1731.0,16.0,5.0,13.0,525.0,952.0,L3-14,61,
45,40,12,3,3,20,14,33.0,1325.0,7.0,420.0,1745.0,2.0,4,13.0,525.0,945.0,L3-14,19.0,13.0,32.0,1460.0,4,244.0,1704.0,43.0,8.0,13.0,525.0,952.0,L3-14,39,
45,40,12,3,4,21,14,34.0,1365.0,5.0,300.0,1665.0,82.0,5,13.0,525.0,825.0,L3-14,20.0,13.0,33.0,1499.0,4,244.0,1743.0,4.0,9.0,13.0,525.0,952.0,L3-14,48,
