library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,ok,fail_reason
openfhe,16,32768,45,45,12,21,3,4,14,512,34,1530,1,60,1590,13,585,60,645,34,46,157,1,
openfhe,16,32768,45,45,12,21,4,3,14,512,34,1530,1,60,1590,13,585,60,645,34,46,157,1,
openfhe,16,32768,45,45,13,20,3,3,14,512,34,1530,1,60,1590,14,630,60,690,34,46,157,1,
openfhe,16,32768,45,45,12,22,4,4,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,3,4,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,4,3,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,20,3,3,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,12,22,4,4,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,3,4,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,4,3,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,20,3,3,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,12,22,4,4,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,3,4,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,4,3,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,20,3,3,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,12,22,4,4,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,3,4,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,4,3,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,20,3,3,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,12,22,4,4,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,3,4,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,4,3,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,20,3,3,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,12,22,4,4,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,3,4,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,4,3,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,20,3,3,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,12,22,4,4,14,512,,,,,,,,,,7,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,3,4,14,512,,,,,,,,,,7,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,21,4,3,14,512,,,,,,,,,,7,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,20,3,3,14,512,,,,,,,,,,7,,,0,예측 탈락(§8.5 규칙4): logQ 1575 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,12,22,4,4,14,512,35,1575,3,180,1755,13,585,180,765,9,180,-8,0,logQP_boot 1755 > 1747
openfhe,16,32768,45,45,13,21,3,4,14,512,35,1575,3,180,1755,14,630,180,810,9,180,-8,0,logQP_boot 1755 > 1747
openfhe,16,32768,45,45,13,21,4,3,14,512,35,1575,3,180,1755,14,630,180,810,9,180,-8,0,logQP_boot 1755 > 1747
openfhe,16,32768,45,45,14,20,3,3,14,512,35,1575,3,180,1755,15,675,180,855,9,180,-8,0,logQP_boot 1755 > 1747
openfhe,16,32768,45,45,12,22,4,4,14,512,35,1575,3,180,1755,13,585,180,765,12,136,-8,0,logQP_boot 1755 > 1747
openfhe,16,32768,45,45,13,21,3,4,14,512,35,1575,3,180,1755,14,630,180,810,12,136,-8,0,logQP_boot 1755 > 1747
openfhe,16,32768,45,45,13,21,4,3,14,512,35,1575,3,180,1755,14,630,180,810,12,136,-8,0,logQP_boot 1755 > 1747
openfhe,16,32768,45,45,14,20,3,3,14,512,35,1575,3,180,1755,15,675,180,855,12,136,-8,0,logQP_boot 1755 > 1747
openfhe,16,32768,45,45,12,22,4,4,14,512,35,1575,2,120,1695,13,585,120,705,18,90,52,1,
openfhe,16,32768,45,45,13,21,3,4,14,512,35,1575,2,120,1695,14,630,120,750,18,90,52,1,
openfhe,16,32768,45,45,13,21,4,3,14,512,35,1575,2,120,1695,14,630,120,750,18,90,52,1,
openfhe,16,32768,45,45,14,20,3,3,14,512,35,1575,2,120,1695,15,675,120,795,18,90,52,1,
openfhe,16,32768,45,45,12,22,4,4,14,512,35,1575,1,60,1635,13,585,60,645,35,46,112,1,
openfhe,16,32768,45,45,13,21,3,4,14,512,35,1575,1,60,1635,14,630,60,690,35,46,112,1,
openfhe,16,32768,45,45,13,21,4,3,14,512,35,1575,1,60,1635,14,630,60,690,35,46,112,1,
openfhe,16,32768,45,45,14,20,3,3,14,512,35,1575,1,60,1635,15,675,60,735,35,46,112,1,
openfhe,16,32768,45,45,13,22,4,4,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,3,4,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,4,3,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 1620 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,22,4,4,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,3,4,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,4,3,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 840 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,22,4,4,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,3,4,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,4,3,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 540 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,22,4,4,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,3,4,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,4,3,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 420 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,22,4,4,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,3,4,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,4,3,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,22,4,4,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,3,4,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,4,3,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,22,4,4,14,512,,,,,,,,,,8,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,3,4,14,512,,,,,,,,,,8,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,21,4,3,14,512,,,,,,,,,,8,,,0,예측 탈락(§8.5 규칙4): logQ 1620 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,13,22,4,4,14,512,36,1620,4,240,1860,14,630,240,870,9,181,-113,0,logQP_boot 1860 > 1747
openfhe,16,32768,45,45,14,21,3,4,14,512,36,1620,4,240,1860,15,675,240,915,9,181,-113,0,logQP_boot 1860 > 1747
openfhe,16,32768,45,45,14,21,4,3,14,512,36,1620,4,240,1860,15,675,240,915,9,181,-113,0,logQP_boot 1860 > 1747
openfhe,16,32768,45,45,13,22,4,4,14,512,36,1620,3,180,1800,14,630,180,810,12,136,-53,0,logQP_boot 1800 > 1747
openfhe,16,32768,45,45,14,21,3,4,14,512,36,1620,3,180,1800,15,675,180,855,12,136,-53,0,logQP_boot 1800 > 1747
openfhe,16,32768,45,45,14,21,4,3,14,512,36,1620,3,180,1800,15,675,180,855,12,136,-53,0,logQP_boot 1800 > 1747
openfhe,16,32768,45,45,13,22,4,4,14,512,36,1620,2,120,1740,14,630,120,750,18,91,7,1,
openfhe,16,32768,45,45,14,21,3,4,14,512,36,1620,2,120,1740,15,675,120,795,18,91,7,1,
openfhe,16,32768,45,45,14,21,4,3,14,512,36,1620,2,120,1740,15,675,120,795,18,91,7,1,
openfhe,16,32768,45,45,13,22,4,4,14,512,36,1620,1,60,1680,14,630,60,690,36,46,67,1,
openfhe,16,32768,45,45,14,21,3,4,14,512,36,1620,1,60,1680,15,675,60,735,36,46,67,1,
openfhe,16,32768,45,45,14,21,4,3,14,512,36,1620,1,60,1680,15,675,60,735,36,46,67,1,
openfhe,16,32768,45,45,14,22,4,4,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1665 + 예측 logP 1680 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,22,4,4,14,512,,,,,,,,,,2,,,0,예측 탈락(§8.5 규칙4): logQ 1665 + 예측 logP 900 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,22,4,4,14,512,,,,,,,,,,3,,,0,예측 탈락(§8.5 규칙4): logQ 1665 + 예측 logP 600 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,22,4,4,14,512,,,,,,,,,,4,,,0,예측 탈락(§8.5 규칙4): logQ 1665 + 예측 logP 480 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,22,4,4,14,512,,,,,,,,,,5,,,0,예측 탈락(§8.5 규칙4): logQ 1665 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,22,4,4,14,512,,,,,,,,,,6,,,0,예측 탈락(§8.5 규칙4): logQ 1665 + 예측 logP 360 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,22,4,4,14,512,,,,,,,,,,7,,,0,예측 탈락(§8.5 규칙4): logQ 1665 + 예측 logP 300 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,22,4,4,14,512,,,,,,,,,,8,,,0,예측 탈락(§8.5 규칙4): logQ 1665 + 예측 logP 240 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,22,4,4,14,512,,,,,,,,,,10,,,0,예측 탈락(§8.5 규칙4): logQ 1665 + 예측 logP 180 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,22,4,4,14,512,,,,,,,,,,13,,,0,예측 탈락(§8.5 규칙4): logQ 1665 + 예측 logP 180 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,45,14,22,4,4,14,512,37,1665,2,120,1785,15,675,120,795,19,90,-38,0,logQP_boot 1785 > 1747
openfhe,16,32768,45,45,14,22,4,4,14,512,37,1665,1,60,1725,15,675,60,735,37,46,22,1,
openfhe,16,32768,45,48,3,16,1,1,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 957 + 예측 logP 960 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,48,3,16,1,1,14,512,,,,,,,,,,2,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,16,1,1,14,512,,,,,,,,,,3,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,16,1,1,14,512,,,,,,,,,,4,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,16,1,1,14,512,,,,,,,,,,5,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,16,1,1,14,512,,,,,,,,,,7,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,16,1,1,14,512,,,,,,,,,,10,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,16,1,1,14,512,,,,,,,,,,20,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,16,1,1,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1005 + 예측 logP 1020 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,48,4,16,1,1,14,512,,,,,,,,,,2,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,16,1,1,14,512,,,,,,,,,,3,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,16,1,1,14,512,,,,,,,,,,4,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,16,1,1,14,512,,,,,,,,,,5,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,16,1,1,14,512,,,,,,,,,,6,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,16,1,1,14,512,,,,,,,,,,7,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,16,1,1,14,512,,,,,,,,,,11,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,16,1,1,14,512,,,,,,,,,,21,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,18,2,2,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1053 + 예측 logP 1080 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,48,5,16,1,1,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1053 + 예측 logP 1080 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,48,3,18,2,2,14,512,,,,,,,,,,2,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,5,16,1,1,14,512,,,,,,,,,,2,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,18,2,2,14,512,,,,,,,,,,3,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,5,16,1,1,14,512,,,,,,,,,,3,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,18,2,2,14,512,,,,,,,,,,4,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,5,16,1,1,14,512,,,,,,,,,,4,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,18,2,2,14,512,,,,,,,,,,5,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,5,16,1,1,14,512,,,,,,,,,,5,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,18,2,2,14,512,,,,,,,,,,6,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,5,16,1,1,14,512,,,,,,,,,,6,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,18,2,2,14,512,,,,,,,,,,8,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,5,16,1,1,14,512,,,,,,,,,,8,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,18,2,2,14,512,,,,,,,,,,11,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,5,16,1,1,14,512,,,,,,,,,,11,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,3,18,2,2,14,512,,,,,,,,,,22,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,5,16,1,1,14,512,,,,,,,,,,22,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,18,2,2,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1101 + 예측 logP 1140 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,48,6,16,1,1,14,512,,,,,,,,,,1,,,0,예측 탈락(§8.5 규칙4): logQ 1101 + 예측 logP 1140 > 1747+60 → 컨텍스트 미생성
openfhe,16,32768,45,48,4,18,2,2,14,512,,,,,,,,,,2,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,6,16,1,1,14,512,,,,,,,,,,2,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,18,2,2,14,512,,,,,,,,,,3,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,6,16,1,1,14,512,,,,,,,,,,3,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,18,2,2,14,512,,,,,,,,,,4,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,6,16,1,1,14,512,,,,,,,,,,4,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,18,2,2,14,512,,,,,,,,,,5,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,6,16,1,1,14,512,,,,,,,,,,5,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,18,2,2,14,512,,,,,,,,,,6,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,6,16,1,1,14,512,,,,,,,,,,6,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,18,2,2,14,512,,,,,,,,,,8,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,6,16,1,1,14,512,,,,,,,,,,8,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,18,2,2,14,512,,,,,,,,,,12,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,6,16,1,1,14,512,,,,,,,,,,12,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
openfhe,16,32768,45,48,4,18,2,2,14,512,,,,,,,,,,23,,,0,/data/yja/openfhe-src/src/pke/lib/scheme/gen-cryptocontext-params-validation.cpp:l.92:validateParametersForCryptocontext(): firstModSize cannot be less than scalingModSize
