library,logN,numSlots,q0,delta,residual_L,boot_depth,levelBudget_c2s,levelBudget_s2c,evalmod_levels,evalmod_scale,K,QCount_boot,logQ_boot,PCount_boot,logP_boot,logQP_boot,QCount_residual,logQ_residual,logP_residual,logQP_residual,dnum,maxDigitBits,margin_1747,mod1_degree,mod1_inv_degree,log_message_ratio,ephemeral_secret_weight,in_scale_log2,ok,fail_reason
lattigo,16,32768,58,52,5,15,4,3,8,55,16,21,1099,6,366,1465,6,318,366,684,4,331,282,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,15,4,3,8,55,16,21,1099,7,427,1526,6,318,366,684,3,389,221,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,15,4,3,8,55,16,21,1099,8,488,1587,6,318,366,684,3,424,160,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,15,4,3,8,60,16,21,1139,1,61,1200,6,318,366,684,21,60,547,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,15,4,3,8,60,16,21,1139,2,122,1261,6,318,366,684,11,120,486,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,15,4,3,8,60,16,21,1139,3,183,1322,6,318,366,684,7,180,425,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,15,4,3,8,60,16,21,1139,4,244,1383,6,318,366,684,6,240,364,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,15,4,3,8,60,16,21,1139,5,305,1444,6,318,366,684,5,300,303,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,15,4,3,8,60,16,21,1139,6,366,1505,6,318,366,684,4,356,242,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,15,4,3,8,60,16,21,1139,7,427,1566,6,318,366,684,3,404,181,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,15,4,3,8,60,16,21,1139,8,488,1627,6,318,366,684,3,459,120,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,50,16,22,1098,1,61,1159,6,318,366,684,22,58,588,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,50,16,22,1098,2,122,1220,6,318,366,684,11,112,527,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,50,16,22,1098,3,183,1281,6,318,366,684,8,168,466,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,50,16,22,1098,4,244,1342,6,318,366,684,6,214,405,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,50,16,22,1098,5,305,1403,6,318,366,684,5,266,344,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,50,16,22,1098,6,366,1464,6,318,366,684,4,318,283,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,50,16,22,1098,7,427,1525,6,318,366,684,4,368,222,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,50,16,22,1098,8,488,1586,6,318,366,684,3,396,161,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,55,16,22,1138,1,61,1199,6,318,366,684,22,58,548,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,55,16,22,1138,2,122,1260,6,318,366,684,11,112,487,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,55,16,22,1138,3,183,1321,6,318,366,684,8,168,426,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,55,16,22,1138,4,244,1382,6,318,366,684,6,222,365,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,55,16,22,1138,5,305,1443,6,318,366,684,5,277,304,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,55,16,22,1138,6,366,1504,6,318,366,684,4,330,243,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,55,16,22,1138,7,427,1565,6,318,366,684,4,388,182,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,55,16,22,1138,8,488,1626,6,318,366,684,3,408,121,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,60,16,22,1178,1,61,1239,6,318,366,684,22,60,508,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,60,16,22,1178,2,122,1300,6,318,366,684,11,120,447,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,60,16,22,1178,3,183,1361,6,318,366,684,8,180,386,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,60,16,22,1178,4,244,1422,6,318,366,684,6,240,325,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,60,16,22,1178,5,305,1483,6,318,366,684,5,300,264,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,60,16,22,1178,6,366,1544,6,318,366,684,4,360,203,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,60,16,22,1178,7,427,1605,6,318,366,684,4,408,142,30,0,6,32,52,1,
lattigo,16,32768,58,52,5,16,4,4,8,60,16,22,1178,8,488,1666,6,318,366,684,3,438,81,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,50,16,19,960,1,61,1021,7,370,427,797,19,58,726,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,50,16,19,960,2,122,1082,7,370,427,797,10,110,665,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,50,16,19,960,3,183,1143,7,370,427,797,7,162,604,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,50,16,19,960,4,244,1204,7,370,427,797,5,214,543,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,50,16,19,960,5,305,1265,7,370,427,797,4,266,482,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,50,16,19,960,6,366,1326,7,370,427,797,4,318,421,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,50,16,19,960,7,427,1387,7,370,427,797,3,370,360,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,50,16,19,960,8,488,1448,7,370,427,797,3,409,299,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,55,16,19,1000,1,61,1061,7,370,427,797,19,58,686,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,55,16,19,1000,2,122,1122,7,370,427,797,10,111,625,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,55,16,19,1000,3,183,1183,7,370,427,797,7,166,564,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,55,16,19,1000,4,244,1244,7,370,427,797,5,220,503,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,55,16,19,1000,5,305,1305,7,370,427,797,4,275,442,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,55,16,19,1000,6,366,1366,7,370,427,797,4,331,381,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,55,16,19,1000,7,427,1427,7,370,427,797,3,370,320,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,55,16,19,1000,8,488,1488,7,370,427,797,3,424,259,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,60,16,19,1040,1,61,1101,7,370,427,797,19,60,646,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,60,16,19,1040,2,122,1162,7,370,427,797,10,120,585,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,60,16,19,1040,3,183,1223,7,370,427,797,7,180,524,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,60,16,19,1040,4,244,1284,7,370,427,797,5,240,463,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,60,16,19,1040,5,305,1345,7,370,427,797,4,300,402,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,60,16,19,1040,6,366,1406,7,370,427,797,4,356,341,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,60,16,19,1040,7,427,1467,7,370,427,797,3,378,280,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,12,2,2,8,60,16,19,1040,8,488,1528,7,370,427,797,3,459,219,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,50,16,20,999,1,61,1060,7,370,427,797,20,58,687,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,50,16,20,999,2,122,1121,7,370,427,797,10,112,626,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,50,16,20,999,3,183,1182,7,370,427,797,7,162,565,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,50,16,20,999,4,244,1243,7,370,427,797,5,214,504,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,50,16,20,999,5,305,1304,7,370,427,797,4,266,443,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,50,16,20,999,6,366,1365,7,370,427,797,4,318,382,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,50,16,20,999,7,427,1426,7,370,427,797,3,370,321,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,50,16,20,999,8,488,1487,7,370,427,797,3,409,260,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,55,16,20,1039,1,61,1100,7,370,427,797,20,58,647,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,55,16,20,1039,2,122,1161,7,370,427,797,10,112,586,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,55,16,20,1039,3,183,1222,7,370,427,797,7,165,525,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,55,16,20,1039,4,244,1283,7,370,427,797,5,222,464,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,55,16,20,1039,5,305,1344,7,370,427,797,4,277,403,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,55,16,20,1039,6,366,1405,7,370,427,797,4,330,342,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,55,16,20,1039,7,427,1466,7,370,427,797,3,370,281,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,55,16,20,1039,8,488,1527,7,370,427,797,3,409,220,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,60,16,20,1079,1,61,1140,7,370,427,797,20,60,607,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,60,16,20,1079,2,122,1201,7,370,427,797,10,120,546,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,60,16,20,1079,3,183,1262,7,370,427,797,7,180,485,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,60,16,20,1079,4,244,1323,7,370,427,797,5,240,424,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,60,16,20,1079,5,305,1384,7,370,427,797,4,300,363,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,60,16,20,1079,6,366,1445,7,370,427,797,4,360,302,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,60,16,20,1079,7,427,1506,7,370,427,797,3,370,241,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,2,3,8,60,16,20,1079,8,488,1567,7,370,427,797,3,438,180,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,50,16,21,1038,1,61,1099,7,370,427,797,21,58,648,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,50,16,21,1038,2,122,1160,7,370,427,797,11,110,587,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,50,16,21,1038,3,183,1221,7,370,427,797,7,162,526,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,50,16,21,1038,4,244,1282,7,370,427,797,6,214,465,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,50,16,21,1038,5,305,1343,7,370,427,797,5,266,404,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,50,16,21,1038,6,366,1404,7,370,427,797,4,318,343,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,50,16,21,1038,7,427,1465,7,370,427,797,3,370,282,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,50,16,21,1038,8,488,1526,7,370,427,797,3,409,221,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,55,16,21,1078,1,61,1139,7,370,427,797,21,58,608,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,55,16,21,1078,2,122,1200,7,370,427,797,11,111,547,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,55,16,21,1078,3,183,1261,7,370,427,797,7,167,486,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,55,16,21,1078,4,244,1322,7,370,427,797,6,221,425,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,55,16,21,1078,5,305,1383,7,370,427,797,5,276,364,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,55,16,21,1078,6,366,1444,7,370,427,797,4,330,303,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,55,16,21,1078,7,427,1505,7,370,427,797,3,387,242,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,55,16,21,1078,8,488,1566,7,370,427,797,3,409,181,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,60,16,21,1118,1,61,1179,7,370,427,797,21,60,568,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,60,16,21,1118,2,122,1240,7,370,427,797,11,120,507,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,60,16,21,1118,3,183,1301,7,370,427,797,7,180,446,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,60,16,21,1118,4,244,1362,7,370,427,797,6,240,385,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,60,16,21,1118,5,305,1423,7,370,427,797,5,296,324,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,60,16,21,1118,6,366,1484,7,370,427,797,4,360,263,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,60,16,21,1118,7,427,1545,7,370,427,797,3,412,202,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,2,4,8,60,16,21,1118,8,488,1606,7,370,427,797,3,417,141,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,50,16,20,1016,1,61,1077,7,370,427,797,20,58,670,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,50,16,20,1016,2,122,1138,7,370,427,797,10,112,609,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,50,16,20,1016,3,183,1199,7,370,427,797,7,162,548,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,50,16,20,1016,4,244,1260,7,370,427,797,5,218,487,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,50,16,20,1016,5,305,1321,7,370,427,797,4,268,426,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,50,16,20,1016,6,366,1382,7,370,427,797,4,318,365,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,50,16,20,1016,7,427,1443,7,370,427,797,3,370,304,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,50,16,20,1016,8,488,1504,7,370,427,797,3,409,243,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,55,16,20,1056,1,61,1117,7,370,427,797,20,58,630,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,55,16,20,1056,2,122,1178,7,370,427,797,10,112,569,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,55,16,20,1056,3,183,1239,7,370,427,797,7,166,508,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,55,16,20,1056,4,244,1300,7,370,427,797,5,223,447,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,55,16,20,1056,5,305,1361,7,370,427,797,4,278,386,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,55,16,20,1056,6,366,1422,7,370,427,797,4,331,325,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,55,16,20,1056,7,427,1483,7,370,427,797,3,370,264,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,55,16,20,1056,8,488,1544,7,370,427,797,3,424,203,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,60,16,20,1096,1,61,1157,7,370,427,797,20,60,590,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,60,16,20,1096,2,122,1218,7,370,427,797,10,120,529,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,60,16,20,1096,3,183,1279,7,370,427,797,7,180,468,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,60,16,20,1096,4,244,1340,7,370,427,797,5,240,407,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,60,16,20,1096,5,305,1401,7,370,427,797,4,300,346,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,60,16,20,1096,6,366,1462,7,370,427,797,4,356,285,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,60,16,20,1096,7,427,1523,7,370,427,797,3,378,224,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,13,3,2,8,60,16,20,1096,8,488,1584,7,370,427,797,3,459,163,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,50,16,21,1055,1,61,1116,7,370,427,797,21,58,631,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,50,16,21,1055,2,122,1177,7,370,427,797,11,112,570,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,50,16,21,1055,3,183,1238,7,370,427,797,7,168,509,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,50,16,21,1055,4,244,1299,7,370,427,797,6,214,448,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,50,16,21,1055,5,305,1360,7,370,427,797,5,266,387,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,50,16,21,1055,6,366,1421,7,370,427,797,4,318,326,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,50,16,21,1055,7,427,1482,7,370,427,797,3,370,265,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,50,16,21,1055,8,488,1543,7,370,427,797,3,409,204,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,55,16,21,1095,1,61,1156,7,370,427,797,21,58,591,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,55,16,21,1095,2,122,1217,7,370,427,797,11,112,530,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,55,16,21,1095,3,183,1278,7,370,427,797,7,168,469,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,55,16,21,1095,4,244,1339,7,370,427,797,6,222,408,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,55,16,21,1095,5,305,1400,7,370,427,797,5,277,347,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,55,16,21,1095,6,366,1461,7,370,427,797,4,330,286,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,55,16,21,1095,7,427,1522,7,370,427,797,3,388,225,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,55,16,21,1095,8,488,1583,7,370,427,797,3,409,164,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,60,16,21,1135,1,61,1196,7,370,427,797,21,60,551,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,60,16,21,1135,2,122,1257,7,370,427,797,11,120,490,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,60,16,21,1135,3,183,1318,7,370,427,797,7,180,429,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,60,16,21,1135,4,244,1379,7,370,427,797,6,240,368,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,60,16,21,1135,5,305,1440,7,370,427,797,5,300,307,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,60,16,21,1135,6,366,1501,7,370,427,797,4,360,246,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,60,16,21,1135,7,427,1562,7,370,427,797,3,408,185,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,3,3,8,60,16,21,1135,8,488,1623,7,370,427,797,3,438,124,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,50,16,22,1094,1,61,1155,7,370,427,797,22,58,592,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,50,16,22,1094,2,122,1216,7,370,427,797,11,112,531,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,50,16,22,1094,3,183,1277,7,370,427,797,8,162,470,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,50,16,22,1094,4,244,1338,7,370,427,797,6,214,409,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,50,16,22,1094,5,305,1399,7,370,427,797,5,266,348,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,50,16,22,1094,6,366,1460,7,370,427,797,4,318,287,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,50,16,22,1094,7,427,1521,7,370,427,797,4,370,226,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,50,16,22,1094,8,488,1582,7,370,427,797,3,409,165,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,55,16,22,1134,1,61,1195,7,370,427,797,22,58,552,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,55,16,22,1134,2,122,1256,7,370,427,797,11,112,491,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,55,16,22,1134,3,183,1317,7,370,427,797,8,167,430,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,55,16,22,1134,4,244,1378,7,370,427,797,6,221,369,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,55,16,22,1134,5,305,1439,7,370,427,797,5,276,308,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,55,16,22,1134,6,366,1500,7,370,427,797,4,330,247,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,55,16,22,1134,7,427,1561,7,370,427,797,4,387,186,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,55,16,22,1134,8,488,1622,7,370,427,797,3,409,125,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,60,16,22,1174,1,61,1235,7,370,427,797,22,60,512,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,60,16,22,1174,2,122,1296,7,370,427,797,11,120,451,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,60,16,22,1174,3,183,1357,7,370,427,797,8,180,390,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,60,16,22,1174,4,244,1418,7,370,427,797,6,240,329,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,60,16,22,1174,5,305,1479,7,370,427,797,5,296,268,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,60,16,22,1174,6,366,1540,7,370,427,797,4,360,207,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,60,16,22,1174,7,427,1601,7,370,427,797,4,412,146,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,3,4,8,60,16,22,1174,8,488,1662,7,370,427,797,3,417,85,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,50,16,21,1072,1,61,1133,7,370,427,797,21,58,614,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,50,16,21,1072,2,122,1194,7,370,427,797,11,112,553,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,50,16,21,1072,3,183,1255,7,370,427,797,7,168,492,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,50,16,21,1072,4,244,1316,7,370,427,797,6,218,431,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,50,16,21,1072,5,305,1377,7,370,427,797,5,268,370,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,50,16,21,1072,6,366,1438,7,370,427,797,4,318,309,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,50,16,21,1072,7,427,1499,7,370,427,797,3,374,248,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,50,16,21,1072,8,488,1560,7,370,427,797,3,409,187,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,55,16,21,1112,1,61,1173,7,370,427,797,21,58,574,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,55,16,21,1112,2,122,1234,7,370,427,797,11,112,513,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,55,16,21,1112,3,183,1295,7,370,427,797,7,168,452,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,55,16,21,1112,4,244,1356,7,370,427,797,6,223,391,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,55,16,21,1112,5,305,1417,7,370,427,797,5,278,330,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,55,16,21,1112,6,366,1478,7,370,427,797,4,331,269,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,55,16,21,1112,7,427,1539,7,370,427,797,3,389,208,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,55,16,21,1112,8,488,1600,7,370,427,797,3,424,147,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,60,16,21,1152,1,61,1213,7,370,427,797,21,60,534,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,60,16,21,1152,2,122,1274,7,370,427,797,11,120,473,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,60,16,21,1152,3,183,1335,7,370,427,797,7,180,412,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,60,16,21,1152,4,244,1396,7,370,427,797,6,240,351,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,60,16,21,1152,5,305,1457,7,370,427,797,5,300,290,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,60,16,21,1152,6,366,1518,7,370,427,797,4,356,229,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,60,16,21,1152,7,427,1579,7,370,427,797,3,404,168,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,14,4,2,8,60,16,21,1152,8,488,1640,7,370,427,797,3,459,107,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,4,3,8,50,16,22,1111,1,61,1172,7,370,427,797,22,58,575,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,4,3,8,50,16,22,1111,2,122,1233,7,370,427,797,11,112,514,30,0,6,32,52,1,
lattigo,16,32768,58,52,6,15,4,3,8,50,16,22,1111,3,183,1294,7,370,427,797,8,168,453,30,0,6,32,52,1,
