q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth_of,evalmod_levels_of,QCount_boot_of,logQ_boot_of,PCount_boot_of,logP_boot_of,logQP_boot_of,margin_1747_of,dnum_of,log_message_ratio_of,boot_depth_la,evalmod_levels_la,QCount_boot_la,logQ_boot_la,PCount_boot_la,logP_boot_la,logQP_boot_la,margin_1747_la,dnum_la,log_message_ratio_la,evalmod_scale_la
57,52,4,3,4,21,14,26.0,1357.0,6.0,360.0,1717.0,30.0,5,5,15.0,8.0,20.0,989.0,7,427.0,1416.0,331.0,3.0,5,50
57,52,4,4,3,21,14,26.0,1357.0,6.0,360.0,1717.0,30.0,5,5,15.0,8.0,20.0,1006.0,7,427.0,1433.0,314.0,3.0,5,50
57,52,4,4,4,22,14,27.0,1409.0,5.0,300.0,1709.0,38.0,6,5,16.0,8.0,21.0,1045.0,7,427.0,1472.0,275.0,3.0,5,50
57,52,5,2,2,18,14,24.0,1253.0,8.0,480.0,1733.0,14.0,3,5,12.0,8.0,18.0,907.0,6,366.0,1273.0,474.0,3.0,5,50
57,52,5,3,3,20,14,26.0,1357.0,6.0,360.0,1717.0,30.0,5,5,14.0,8.0,20.0,1002.0,7,427.0,1429.0,318.0,3.0,5,50
57,52,5,3,4,21,14,27.0,1409.0,5.0,300.0,1709.0,38.0,6,5,15.0,8.0,21.0,1041.0,7,427.0,1468.0,279.0,3.0,5,50
57,52,5,4,3,21,14,27.0,1409.0,5.0,300.0,1709.0,38.0,6,5,15.0,8.0,21.0,1058.0,7,427.0,1485.0,262.0,3.0,5,50
57,52,5,4,4,22,14,28.0,1461.0,4.0,240.0,1701.0,46.0,7,5,16.0,8.0,22.0,1097.0,8,488.0,1585.0,162.0,3.0,5,50
57,52,6,2,2,18,14,25.0,1305.0,7.0,420.0,1725.0,22.0,4,5,12.0,8.0,19.0,959.0,7,427.0,1386.0,361.0,3.0,5,50
57,52,6,3,3,20,14,27.0,1409.0,5.0,300.0,1709.0,38.0,6,5,14.0,8.0,21.0,1054.0,7,427.0,1481.0,266.0,3.0,5,50
57,52,6,3,4,21,14,28.0,1461.0,4.0,240.0,1701.0,46.0,7,5,15.0,8.0,22.0,1093.0,8,488.0,1581.0,166.0,3.0,5,50
57,52,6,4,3,21,14,28.0,1461.0,4.0,240.0,1701.0,46.0,7,5,15.0,8.0,22.0,1110.0,8,488.0,1598.0,149.0,3.0,5,50
57,52,6,4,4,22,14,29.0,1513.0,3.0,180.0,1693.0,54.0,10,5,16.0,8.0,23.0,1149.0,8,488.0,1637.0,110.0,3.0,5,50
57,52,7,2,2,18,14,26.0,1357.0,6.0,360.0,1717.0,30.0,5,5,12.0,8.0,20.0,1011.0,7,427.0,1438.0,309.0,3.0,5,50
57,52,7,3,3,20,14,28.0,1461.0,4.0,240.0,1701.0,46.0,7,5,14.0,8.0,22.0,1106.0,8,488.0,1594.0,153.0,3.0,5,50
57,52,7,3,4,21,14,29.0,1513.0,3.0,180.0,1693.0,54.0,10,5,15.0,8.0,23.0,1145.0,8,488.0,1633.0,114.0,3.0,5,50
57,52,7,4,3,21,14,29.0,1513.0,3.0,180.0,1693.0,54.0,10,5,15.0,8.0,23.0,1162.0,8,488.0,1650.0,97.0,3.0,5,50
57,52,7,4,4,22,14,30.0,1565.0,3.0,180.0,1745.0,2.0,10,5,16.0,8.0,24.0,1201.0,8,488.0,1689.0,58.0,3.0,5,50
57,52,8,2,2,18,14,27.0,1409.0,5.0,300.0,1709.0,38.0,6,5,12.0,8.0,21.0,1063.0,7,427.0,1490.0,257.0,3.0,5,50
57,52,8,3,3,20,14,29.0,1513.0,3.0,180.0,1693.0,54.0,10,5,14.0,8.0,23.0,1158.0,8,488.0,1646.0,101.0,3.0,5,50
57,52,8,3,4,21,14,30.0,1565.0,3.0,180.0,1745.0,2.0,10,5,15.0,8.0,24.0,1197.0,8,488.0,1685.0,62.0,3.0,5,50
57,52,8,4,3,21,14,30.0,1565.0,3.0,180.0,1745.0,2.0,10,5,15.0,8.0,24.0,1214.0,8,488.0,1702.0,45.0,3.0,5,50
57,52,8,4,4,22,14,31.0,1617.0,2.0,120.0,1737.0,10.0,16,5,16.0,8.0,25.0,1253.0,7,427.0,1680.0,67.0,4.0,5,50
57,52,9,2,2,18,14,28.0,1461.0,4.0,240.0,1701.0,46.0,7,5,12.0,8.0,22.0,1115.0,8,488.0,1603.0,144.0,3.0,5,50
57,52,9,3,3,20,14,30.0,1565.0,3.0,180.0,1745.0,2.0,10,5,14.0,8.0,24.0,1210.0,8,488.0,1698.0,49.0,3.0,5,50
57,52,9,3,4,21,14,31.0,1617.0,2.0,120.0,1737.0,10.0,16,5,15.0,8.0,25.0,1249.0,7,427.0,1676.0,71.0,4.0,5,50
57,52,9,4,3,21,14,31.0,1617.0,2.0,120.0,1737.0,10.0,16,5,15.0,8.0,25.0,1266.0,7,427.0,1693.0,54.0,4.0,5,50
57,52,9,4,4,22,14,32.0,1669.0,1.0,60.0,1729.0,18.0,32,5,16.0,8.0,26.0,1305.0,7,427.0,1732.0,15.0,4.0,5,50
57,52,10,2,2,18,14,29.0,1513.0,3.0,180.0,1693.0,54.0,10,5,12.0,8.0,23.0,1167.0,8,488.0,1655.0,92.0,3.0,5,50
57,52,10,3,3,20,14,31.0,1617.0,2.0,120.0,1737.0,10.0,16,5,14.0,8.0,25.0,1262.0,7,427.0,1689.0,58.0,4.0,5,50
57,52,10,3,4,21,14,32.0,1669.0,1.0,60.0,1729.0,18.0,32,5,15.0,8.0,26.0,1301.0,7,427.0,1728.0,19.0,4.0,5,50
57,52,10,4,3,21,14,32.0,1669.0,1.0,60.0,1729.0,18.0,32,5,15.0,8.0,26.0,1318.0,7,427.0,1745.0,2.0,4.0,5,50
57,52,11,2,2,18,14,30.0,1565.0,3.0,180.0,1745.0,2.0,10,5,12.0,8.0,24.0,1219.0,8,488.0,1707.0,40.0,3.0,5,50
57,52,11,3,3,20,14,32.0,1669.0,1.0,60.0,1729.0,18.0,32,5,14.0,8.0,26.0,1314.0,7,427.0,1741.0,6.0,4.0,5,50
57,52,12,2,2,18,14,31.0,1617.0,2.0,120.0,1737.0,10.0,16,5,12.0,8.0,25.0,1271.0,7,427.0,1698.0,49.0,4.0,5,50
57,52,13,2,2,18,14,32.0,1669.0,1.0,60.0,1729.0,18.0,32,5,12.0,8.0,26.0,1323.0,6,366.0,1689.0,58.0,5.0,5,50
57,53,3,2,2,18,14,22.0,1170.0,8.0,480.0,1650.0,97.0,3,4,12.0,8.0,16.0,806.0,8,488.0,1294.0,453.0,2.0,4,50
57,53,3,3,3,20,14,24.0,1276.0,6.0,360.0,1636.0,111.0,4,4,14.0,8.0,18.0,901.0,6,366.0,1267.0,480.0,3.0,4,50
57,53,3,3,4,21,14,25.0,1329.0,5.0,300.0,1629.0,118.0,5,4,15.0,8.0,19.0,940.0,7,427.0,1367.0,380.0,3.0,4,50
57,53,3,4,3,21,14,25.0,1329.0,5.0,300.0,1629.0,118.0,5,4,15.0,8.0,19.0,957.0,7,427.0,1384.0,363.0,3.0,4,50
57,53,3,4,4,22,14,26.0,1382.0,6.0,360.0,1742.0,5.0,5,4,16.0,8.0,20.0,996.0,7,427.0,1423.0,324.0,3.0,4,50
57,53,4,2,2,18,14,23.0,1223.0,8.0,480.0,1703.0,44.0,3,4,12.0,8.0,17.0,859.0,6,366.0,1225.0,522.0,3.0,4,50
57,53,4,3,3,20,14,25.0,1329.0,5.0,300.0,1629.0,118.0,5,4,14.0,8.0,19.0,954.0,7,427.0,1381.0,366.0,3.0,4,50
57,53,4,3,4,21,14,26.0,1382.0,6.0,360.0,1742.0,5.0,5,4,15.0,8.0,20.0,993.0,7,427.0,1420.0,327.0,3.0,4,50
57,53,4,4,3,21,14,26.0,1382.0,6.0,360.0,1742.0,5.0,5,4,15.0,8.0,20.0,1010.0,7,427.0,1437.0,310.0,3.0,4,50
57,53,4,4,4,22,14,27.0,1435.0,5.0,300.0,1735.0,12.0,6,4,16.0,8.0,21.0,1049.0,7,427.0,1476.0,271.0,3.0,4,50
57,53,5,2,2,18,14,24.0,1276.0,6.0,360.0,1636.0,111.0,4,4,12.0,8.0,18.0,912.0,6,366.0,1278.0,469.0,3.0,4,50
57,53,5,3,3,20,14,26.0,1382.0,6.0,360.0,1742.0,5.0,5,4,14.0,8.0,20.0,1007.0,7,427.0,1434.0,313.0,3.0,4,50
57,53,5,3,4,21,14,27.0,1435.0,5.0,300.0,1735.0,12.0,6,4,15.0,8.0,21.0,1046.0,7,427.0,1473.0,274.0,3.0,4,50
57,53,5,4,3,21,14,27.0,1435.0,5.0,300.0,1735.0,12.0,6,4,15.0,8.0,21.0,1063.0,7,427.0,1490.0,257.0,3.0,4,50
57,53,5,4,4,22,14,28.0,1488.0,4.0,240.0,1728.0,19.0,7,4,16.0,8.0,22.0,1102.0,8,488.0,1590.0,157.0,3.0,4,50
57,53,6,2,2,18,14,25.0,1329.0,5.0,300.0,1629.0,118.0,5,4,12.0,8.0,19.0,965.0,7,427.0,1392.0,355.0,3.0,4,50
57,53,6,3,3,20,14,27.0,1435.0,5.0,300.0,1735.0,12.0,6,4,14.0,8.0,21.0,1060.0,7,427.0,1487.0,260.0,3.0,4,50
57,53,6,3,4,21,14,28.0,1488.0,4.0,240.0,1728.0,19.0,7,4,15.0,8.0,22.0,1099.0,8,488.0,1587.0,160.0,3.0,4,50
57,53,6,4,3,21,14,28.0,1488.0,4.0,240.0,1728.0,19.0,7,4,15.0,8.0,22.0,1116.0,8,488.0,1604.0,143.0,3.0,4,50
57,53,6,4,4,22,14,29.0,1541.0,3.0,180.0,1721.0,26.0,10,4,16.0,8.0,23.0,1155.0,8,488.0,1643.0,104.0,3.0,4,50
57,53,7,2,2,18,14,26.0,1382.0,6.0,360.0,1742.0,5.0,5,4,12.0,8.0,20.0,1018.0,7,427.0,1445.0,302.0,3.0,4,50
57,53,7,3,3,20,14,28.0,1488.0,4.0,240.0,1728.0,19.0,7,4,14.0,8.0,22.0,1113.0,8,488.0,1601.0,146.0,3.0,4,50
57,53,7,3,4,21,14,29.0,1541.0,3.0,180.0,1721.0,26.0,10,4,15.0,8.0,23.0,1152.0,8,488.0,1640.0,107.0,3.0,4,50
57,53,7,4,3,21,14,29.0,1541.0,3.0,180.0,1721.0,26.0,10,4,15.0,8.0,23.0,1169.0,8,488.0,1657.0,90.0,3.0,4,50
57,53,7,4,4,22,14,30.0,1594.0,2.0,120.0,1714.0,33.0,15,4,16.0,8.0,24.0,1208.0,8,488.0,1696.0,51.0,3.0,4,50
57,53,8,2,2,18,14,27.0,1435.0,5.0,300.0,1735.0,12.0,6,4,12.0,8.0,21.0,1071.0,7,427.0,1498.0,249.0,3.0,4,50
57,53,8,3,3,20,14,29.0,1541.0,3.0,180.0,1721.0,26.0,10,4,14.0,8.0,23.0,1166.0,8,488.0,1654.0,93.0,3.0,4,50
57,53,8,3,4,21,14,30.0,1594.0,2.0,120.0,1714.0,33.0,15,4,15.0,8.0,24.0,1205.0,8,488.0,1693.0,54.0,3.0,4,50
57,53,8,4,3,21,14,30.0,1594.0,2.0,120.0,1714.0,33.0,15,4,15.0,8.0,24.0,1222.0,8,488.0,1710.0,37.0,3.0,4,50
57,53,8,4,4,22,14,31.0,1647.0,1.0,60.0,1707.0,40.0,31,4,16.0,8.0,25.0,1261.0,7,427.0,1688.0,59.0,4.0,4,50
57,53,9,2,2,18,14,28.0,1488.0,4.0,240.0,1728.0,19.0,7,4,12.0,8.0,22.0,1124.0,8,488.0,1612.0,135.0,3.0,4,50
57,53,9,3,3,20,14,30.0,1594.0,2.0,120.0,1714.0,33.0,15,4,14.0,8.0,24.0,1219.0,8,488.0,1707.0,40.0,3.0,4,50
57,53,9,3,4,21,14,31.0,1647.0,1.0,60.0,1707.0,40.0,31,4,15.0,8.0,25.0,1258.0,7,427.0,1685.0,62.0,4.0,4,50
57,53,9,4,3,21,14,31.0,1647.0,1.0,60.0,1707.0,40.0,31,4,15.0,8.0,25.0,1275.0,7,427.0,1702.0,45.0,4.0,4,50
57,53,10,2,2,18,14,29.0,1541.0,3.0,180.0,1721.0,26.0,10,4,12.0,8.0,23.0,1177.0,8,488.0,1665.0,82.0,3.0,4,50
57,53,10,3,3,20,14,31.0,1647.0,1.0,60.0,1707.0,40.0,31,4,14.0,8.0,25.0,1272.0,7,427.0,1699.0,48.0,4.0,4,50
57,53,11,2,2,18,14,30.0,1594.0,2.0,120.0,1714.0,33.0,15,4,12.0,8.0,24.0,1230.0,8,488.0,1718.0,29.0,3.0,4,50
57,53,12,2,2,18,14,31.0,1647.0,1.0,60.0,1707.0,40.0,31,4,12.0,8.0,25.0,1283.0,7,427.0,1710.0,37.0,4.0,4,50
57,55,3,2,2,18,14,22.0,1212.0,8.0,480.0,1692.0,55.0,3,2,12.0,8.0,16.0,812.0,8,488.0,1300.0,447.0,2.0,2,50
57,55,3,3,3,20,14,24.0,1322.0,6.0,360.0,1682.0,65.0,4,2,14.0,8.0,18.0,907.0,6,366.0,1273.0,474.0,3.0,2,50
57,55,3,3,4,21,14,25.0,1377.0,5.0,300.0,1677.0,70.0,5,2,15.0,8.0,19.0,946.0,7,427.0,1373.0,374.0,3.0,2,50
57,55,3,4,3,21,14,25.0,1377.0,5.0,300.0,1677.0,70.0,5,2,15.0,8.0,19.0,963.0,7,427.0,1390.0,357.0,3.0,2,50
57,55,3,4,4,22,14,26.0,1432.0,5.0,300.0,1732.0,15.0,6,2,16.0,8.0,20.0,1002.0,7,427.0,1429.0,318.0,3.0,2,50
57,55,4,2,2,18,14,23.0,1267.0,8.0,480.0,1747.0,0.0,3,2,12.0,8.0,17.0,867.0,6,366.0,1233.0,514.0,3.0,2,50
57,55,4,3,3,20,14,25.0,1377.0,5.0,300.0,1677.0,70.0,5,2,14.0,8.0,19.0,962.0,7,427.0,1389.0,358.0,3.0,2,50
57,55,4,3,4,21,14,26.0,1432.0,5.0,300.0,1732.0,15.0,6,2,15.0,8.0,20.0,1001.0,7,427.0,1428.0,319.0,3.0,2,50
57,55,4,4,3,21,14,26.0,1432.0,5.0,300.0,1732.0,15.0,6,2,15.0,8.0,20.0,1018.0,7,427.0,1445.0,302.0,3.0,2,50
57,55,4,4,4,22,14,27.0,1487.0,4.0,240.0,1727.0,20.0,7,2,16.0,8.0,21.0,1057.0,7,427.0,1484.0,263.0,3.0,2,50
57,55,5,2,2,18,14,24.0,1322.0,6.0,360.0,1682.0,65.0,4,2,12.0,8.0,18.0,922.0,6,366.0,1288.0,459.0,3.0,2,50
57,55,5,3,3,20,14,26.0,1432.0,5.0,300.0,1732.0,15.0,6,2,14.0,8.0,20.0,1017.0,7,427.0,1444.0,303.0,3.0,2,50
57,55,5,3,4,21,14,27.0,1487.0,4.0,240.0,1727.0,20.0,7,2,15.0,8.0,21.0,1056.0,7,427.0,1483.0,264.0,3.0,2,50
57,55,5,4,3,21,14,27.0,1487.0,4.0,240.0,1727.0,20.0,7,2,15.0,8.0,21.0,1073.0,7,427.0,1500.0,247.0,3.0,2,50
57,55,5,4,4,22,14,28.0,1542.0,3.0,180.0,1722.0,25.0,10,2,16.0,8.0,22.0,1112.0,8,488.0,1600.0,147.0,3.0,2,50
57,55,6,2,2,18,14,25.0,1377.0,5.0,300.0,1677.0,70.0,5,2,12.0,8.0,19.0,977.0,7,427.0,1404.0,343.0,3.0,2,50
57,55,6,3,3,20,14,27.0,1487.0,4.0,240.0,1727.0,20.0,7,2,14.0,8.0,21.0,1072.0,7,427.0,1499.0,248.0,3.0,2,50
57,55,6,3,4,21,14,28.0,1542.0,3.0,180.0,1722.0,25.0,10,2,15.0,8.0,22.0,1111.0,8,488.0,1599.0,148.0,3.0,2,50
57,55,6,4,3,21,14,28.0,1542.0,3.0,180.0,1722.0,25.0,10,2,15.0,8.0,22.0,1128.0,8,488.0,1616.0,131.0,3.0,2,50
57,55,6,4,4,22,14,29.0,1597.0,2.0,120.0,1717.0,30.0,15,2,16.0,8.0,23.0,1167.0,8,488.0,1655.0,92.0,3.0,2,50
57,55,7,2,2,18,14,26.0,1432.0,5.0,300.0,1732.0,15.0,6,2,12.0,8.0,20.0,1032.0,7,427.0,1459.0,288.0,3.0,2,50
57,55,7,3,3,20,14,28.0,1542.0,3.0,180.0,1722.0,25.0,10,2,14.0,8.0,22.0,1127.0,8,488.0,1615.0,132.0,3.0,2,50
57,55,7,3,4,21,14,29.0,1597.0,2.0,120.0,1717.0,30.0,15,2,15.0,8.0,23.0,1166.0,8,488.0,1654.0,93.0,3.0,2,50
57,55,7,4,3,21,14,29.0,1597.0,2.0,120.0,1717.0,30.0,15,2,15.0,8.0,23.0,1183.0,8,488.0,1671.0,76.0,3.0,2,50
57,55,7,4,4,22,14,30.0,1652.0,1.0,60.0,1712.0,35.0,30,2,16.0,8.0,24.0,1222.0,8,488.0,1710.0,37.0,3.0,2,50
57,55,8,2,2,18,14,27.0,1487.0,4.0,240.0,1727.0,20.0,7,2,12.0,8.0,21.0,1087.0,7,427.0,1514.0,233.0,3.0,2,50
57,55,8,3,3,20,14,29.0,1597.0,2.0,120.0,1717.0,30.0,15,2,14.0,8.0,23.0,1182.0,8,488.0,1670.0,77.0,3.0,2,50
57,55,8,3,4,21,14,30.0,1652.0,1.0,60.0,1712.0,35.0,30,2,15.0,8.0,24.0,1221.0,8,488.0,1709.0,38.0,3.0,2,50
57,55,8,4,3,21,14,30.0,1652.0,1.0,60.0,1712.0,35.0,30,2,15.0,8.0,24.0,1238.0,8,488.0,1726.0,21.0,3.0,2,50
57,55,9,2,2,18,14,28.0,1542.0,3.0,180.0,1722.0,25.0,10,2,12.0,8.0,22.0,1142.0,8,488.0,1630.0,117.0,3.0,2,50
57,55,9,3,3,20,14,30.0,1652.0,1.0,60.0,1712.0,35.0,30,2,14.0,8.0,24.0,1237.0,8,488.0,1725.0,22.0,3.0,2,50
57,55,10,2,2,18,14,29.0,1597.0,2.0,120.0,1717.0,30.0,15,2,12.0,8.0,23.0,1197.0,8,488.0,1685.0,62.0,3.0,2,50
57,55,11,2,2,18,14,30.0,1652.0,1.0,60.0,1712.0,35.0,30,2,12.0,8.0,24.0,1252.0,8,488.0,1740.0,7.0,3.0,2,50
58,52,3,2,2,18,14,22.0,1150.0,8.0,480.0,1630.0,117.0,3,6,12.0,8.0,16.0,804.0,8,488.0,1292.0,455.0,2.0,6,50
58,52,3,3,3,20,14,24.0,1254.0,8.0,480.0,1734.0,13.0,3,6,14.0,8.0,18.0,899.0,6,366.0,1265.0,482.0,3.0,6,50
58,52,3,3,4,21,14,25.0,1306.0,7.0,420.0,1726.0,21.0,4,6,15.0,8.0,19.0,938.0,7,427.0,1365.0,382.0,3.0,6,50
58,52,3,4,3,21,14,25.0,1306.0,7.0,420.0,1726.0,21.0,4,6,15.0,8.0,19.0,955.0,7,427.0,1382.0,365.0,3.0,6,50
58,52,3,4,4,22,14,26.0,1358.0,6.0,360.0,1718.0,29.0,5,6,16.0,8.0,20.0,994.0,7,427.0,1421.0,326.0,3.0,6,50
58,52,4,2,2,18,14,23.0,1202.0,8.0,480.0,1682.0,65.0,3,6,12.0,8.0,17.0,856.0,6,366.0,1222.0,525.0,3.0,6,50
58,52,4,3,3,20,14,25.0,1306.0,7.0,420.0,1726.0,21.0,4,6,14.0,8.0,19.0,951.0,7,427.0,1378.0,369.0,3.0,6,50
58,52,4,3,4,21,14,26.0,1358.0,6.0,360.0,1718.0,29.0,5,6,15.0,8.0,20.0,990.0,7,427.0,1417.0,330.0,3.0,6,50
58,52,4,4,3,21,14,26.0,1358.0,6.0,360.0,1718.0,29.0,5,6,15.0,8.0,20.0,1007.0,7,427.0,1434.0,313.0,3.0,6,50
58,52,4,4,4,22,14,27.0,1410.0,5.0,300.0,1710.0,37.0,6,6,16.0,8.0,21.0,1046.0,7,427.0,1473.0,274.0,3.0,6,50
58,52,5,2,2,18,14,24.0,1254.0,8.0,480.0,1734.0,13.0,3,6,12.0,8.0,18.0,908.0,6,366.0,1274.0,473.0,3.0,6,50
58,52,5,3,3,20,14,26.0,1358.0,6.0,360.0,1718.0,29.0,5,6,14.0,8.0,20.0,1003.0,7,427.0,1430.0,317.0,3.0,6,50
58,52,5,3,4,21,14,27.0,1410.0,5.0,300.0,1710.0,37.0,6,6,15.0,8.0,21.0,1042.0,7,427.0,1469.0,278.0,3.0,6,50
58,52,5,4,3,21,14,27.0,1410.0,5.0,300.0,1710.0,37.0,6,6,15.0,8.0,21.0,1059.0,7,427.0,1486.0,261.0,3.0,6,50
58,52,5,4,4,22,14,28.0,1462.0,4.0,240.0,1702.0,45.0,7,6,16.0,8.0,22.0,1098.0,8,488.0,1586.0,161.0,3.0,6,50
58,52,6,2,2,18,14,25.0,1306.0,7.0,420.0,1726.0,21.0,4,6,12.0,8.0,19.0,960.0,7,427.0,1387.0,360.0,3.0,6,50
58,52,6,3,3,20,14,27.0,1410.0,5.0,300.0,1710.0,37.0,6,6,14.0,8.0,21.0,1055.0,7,427.0,1482.0,265.0,3.0,6,50
58,52,6,3,4,21,14,28.0,1462.0,4.0,240.0,1702.0,45.0,7,6,15.0,8.0,22.0,1094.0,8,488.0,1582.0,165.0,3.0,6,50
58,52,6,4,3,21,14,28.0,1462.0,4.0,240.0,1702.0,45.0,7,6,15.0,8.0,22.0,1111.0,8,488.0,1599.0,148.0,3.0,6,50
58,52,6,4,4,22,14,29.0,1514.0,3.0,180.0,1694.0,53.0,10,6,16.0,8.0,23.0,1150.0,8,488.0,1638.0,109.0,3.0,6,50
58,52,7,2,2,18,14,26.0,1358.0,6.0,360.0,1718.0,29.0,5,6,12.0,8.0,20.0,1012.0,7,427.0,1439.0,308.0,3.0,6,50
58,52,7,3,3,20,14,28.0,1462.0,4.0,240.0,1702.0,45.0,7,6,14.0,8.0,22.0,1107.0,8,488.0,1595.0,152.0,3.0,6,50
58,52,7,3,4,21,14,29.0,1514.0,3.0,180.0,1694.0,53.0,10,6,15.0,8.0,23.0,1146.0,8,488.0,1634.0,113.0,3.0,6,50
58,52,7,4,3,21,14,29.0,1514.0,3.0,180.0,1694.0,53.0,10,6,15.0,8.0,23.0,1163.0,8,488.0,1651.0,96.0,3.0,6,50
58,52,7,4,4,22,14,30.0,1566.0,3.0,180.0,1746.0,1.0,10,6,16.0,8.0,24.0,1202.0,8,488.0,1690.0,57.0,3.0,6,50
58,52,8,2,2,18,14,27.0,1410.0,5.0,300.0,1710.0,37.0,6,6,12.0,8.0,21.0,1064.0,7,427.0,1491.0,256.0,3.0,6,50
58,52,8,3,3,20,14,29.0,1514.0,3.0,180.0,1694.0,53.0,10,6,14.0,8.0,23.0,1159.0,8,488.0,1647.0,100.0,3.0,6,50
58,52,8,3,4,21,14,30.0,1566.0,3.0,180.0,1746.0,1.0,10,6,15.0,8.0,24.0,1198.0,8,488.0,1686.0,61.0,3.0,6,50
58,52,8,4,3,21,14,30.0,1566.0,3.0,180.0,1746.0,1.0,10,6,15.0,8.0,24.0,1215.0,8,488.0,1703.0,44.0,3.0,6,50
58,52,8,4,4,22,14,31.0,1618.0,2.0,120.0,1738.0,9.0,16,6,16.0,8.0,25.0,1254.0,7,427.0,1681.0,66.0,4.0,6,50
58,52,9,2,2,18,14,28.0,1462.0,4.0,240.0,1702.0,45.0,7,6,12.0,8.0,22.0,1116.0,8,488.0,1604.0,143.0,3.0,6,50
58,52,9,3,3,20,14,30.0,1566.0,3.0,180.0,1746.0,1.0,10,6,14.0,8.0,24.0,1211.0,8,488.0,1699.0,48.0,3.0,6,50
58,52,9,3,4,21,14,31.0,1618.0,2.0,120.0,1738.0,9.0,16,6,15.0,8.0,25.0,1250.0,7,427.0,1677.0,70.0,4.0,6,50
58,52,9,4,3,21,14,31.0,1618.0,2.0,120.0,1738.0,9.0,16,6,15.0,8.0,25.0,1267.0,7,427.0,1694.0,53.0,4.0,6,50
58,52,9,4,4,22,14,32.0,1670.0,1.0,60.0,1730.0,17.0,32,6,16.0,8.0,26.0,1306.0,7,427.0,1733.0,14.0,4.0,6,50
58,52,10,2,2,18,14,29.0,1514.0,3.0,180.0,1694.0,53.0,10,6,12.0,8.0,23.0,1168.0,8,488.0,1656.0,91.0,3.0,6,50
58,52,10,3,3,20,14,31.0,1618.0,2.0,120.0,1738.0,9.0,16,6,14.0,8.0,25.0,1263.0,7,427.0,1690.0,57.0,4.0,6,50
58,52,10,3,4,21,14,32.0,1670.0,1.0,60.0,1730.0,17.0,32,6,15.0,8.0,26.0,1302.0,7,427.0,1729.0,18.0,4.0,6,50
58,52,10,4,3,21,14,32.0,1670.0,1.0,60.0,1730.0,17.0,32,6,15.0,8.0,26.0,1319.0,7,427.0,1746.0,1.0,4.0,6,50
58,52,11,2,2,18,14,30.0,1566.0,3.0,180.0,1746.0,1.0,10,6,12.0,8.0,24.0,1220.0,8,488.0,1708.0,39.0,3.0,6,50
58,52,11,3,3,20,14,32.0,1670.0,1.0,60.0,1730.0,17.0,32,6,14.0,8.0,26.0,1315.0,7,427.0,1742.0,5.0,4.0,6,50
58,52,12,2,2,18,14,31.0,1618.0,2.0,120.0,1738.0,9.0,16,6,12.0,8.0,25.0,1272.0,7,427.0,1699.0,48.0,4.0,6,50
58,52,13,2,2,18,14,32.0,1670.0,1.0,60.0,1730.0,17.0,32,6,12.0,8.0,26.0,1324.0,6,366.0,1690.0,57.0,5.0,6,50
58,53,3,2,2,18,14,22.0,1171.0,8.0,480.0,1651.0,96.0,3,5,12.0,8.0,16.0,807.0,8,488.0,1295.0,452.0,2.0,5,50
58,53,3,3,3,20,14,24.0,1277.0,6.0,360.0,1637.0,110.0,4,5,14.0,8.0,18.0,902.0,6,366.0,1268.0,479.0,3.0,5,50
58,53,3,3,4,21,14,25.0,1330.0,5.0,300.0,1630.0,117.0,5,5,15.0,8.0,19.0,941.0,7,427.0,1368.0,379.0,3.0,5,50
58,53,3,4,3,21,14,25.0,1330.0,5.0,300.0,1630.0,117.0,5,5,15.0,8.0,19.0,958.0,7,427.0,1385.0,362.0,3.0,5,50
58,53,3,4,4,22,14,26.0,1383.0,6.0,360.0,1743.0,4.0,5,5,16.0,8.0,20.0,997.0,7,427.0,1424.0,323.0,3.0,5,50
58,53,4,2,2,18,14,23.0,1224.0,8.0,480.0,1704.0,43.0,3,5,12.0,8.0,17.0,860.0,6,366.0,1226.0,521.0,3.0,5,50
58,53,4,3,3,20,14,25.0,1330.0,5.0,300.0,1630.0,117.0,5,5,14.0,8.0,19.0,955.0,7,427.0,1382.0,365.0,3.0,5,50
58,53,4,3,4,21,14,26.0,1383.0,6.0,360.0,1743.0,4.0,5,5,15.0,8.0,20.0,994.0,7,427.0,1421.0,326.0,3.0,5,50
58,53,4,4,3,21,14,26.0,1383.0,6.0,360.0,1743.0,4.0,5,5,15.0,8.0,20.0,1011.0,7,427.0,1438.0,309.0,3.0,5,50
58,53,4,4,4,22,14,27.0,1436.0,5.0,300.0,1736.0,11.0,6,5,16.0,8.0,21.0,1050.0,7,427.0,1477.0,270.0,3.0,5,50
58,53,5,2,2,18,14,24.0,1277.0,6.0,360.0,1637.0,110.0,4,5,12.0,8.0,18.0,913.0,6,366.0,1279.0,468.0,3.0,5,50
58,53,5,3,3,20,14,26.0,1383.0,6.0,360.0,1743.0,4.0,5,5,14.0,8.0,20.0,1008.0,7,427.0,1435.0,312.0,3.0,5,50
58,53,5,3,4,21,14,27.0,1436.0,5.0,300.0,1736.0,11.0,6,5,15.0,8.0,21.0,1047.0,7,427.0,1474.0,273.0,3.0,5,50
58,53,5,4,3,21,14,27.0,1436.0,5.0,300.0,1736.0,11.0,6,5,15.0,8.0,21.0,1064.0,7,427.0,1491.0,256.0,3.0,5,50
