q0,delta,residual_L,levelBudget_c2s,levelBudget_s2c,boot_depth_of,evalmod_levels_of,evalmod_levels_la,logQ_boot_la,dnum_of,PCount_boot_of,logP_boot_of,logQP_boot_of,margin_1747_of,boot_depth_la,dnum_la,PCount_boot_la,logP_boot_la,logQP_boot_la,margin_1747_la,rotkeys_la,grid_of,grid_la
42,42,7,2,2,18,14,13.0,1176.0,2,10.0,600.0,1692.0,55.0,17.0,4.0,7,427.0,1603.0,144.0,61,L3-14,L3-14
42,42,8,2,2,18,14,13.0,1218.0,2,10.0,600.0,1734.0,13.0,17.0,4.0,7,427.0,1645.0,102.0,61,L3-14,L3-14
42,42,9,2,2,18,14,13.0,1260.0,3,8.0,480.0,1656.0,91.0,17.0,4.0,7,427.0,1687.0,60.0,61,L3-14,L3-14
42,42,10,2,2,18,14,13.0,1302.0,3,7.0,420.0,1638.0,109.0,17.0,4.0,7,427.0,1729.0,18.0,61,L3-14,L3-14
42,42,11,2,2,18,14,13.0,1344.0,3,8.0,480.0,1740.0,7.0,17.0,5.0,6,366.0,1710.0,37.0,61,L3-14,L3-14
42,42,12,2,2,18,14,13.0,1386.0,4,6.0,360.0,1662.0,85.0,17.0,6.0,5,305.0,1691.0,56.0,61,L3-14,L3-14
42,42,13,2,2,18,14,13.0,1428.0,4,6.0,360.0,1704.0,43.0,17.0,7.0,5,305.0,1733.0,14.0,61,L3-14,L3-14
42,42,14,2,2,18,14,13.0,1470.0,5,5.0,300.0,1686.0,61.0,17.0,8.0,4,244.0,1714.0,33.0,61,L3-14,L3-14
42,42,3,3,3,20,14,13.0,1103.0,2,9.0,540.0,1548.0,199.0,19.0,3.0,8,488.0,1591.0,156.0,39,L3-14,L3-14
42,42,4,3,3,20,14,13.0,1145.0,2,10.0,600.0,1650.0,97.0,19.0,3.0,8,488.0,1633.0,114.0,39,L3-14,L3-14
42,42,5,3,3,20,14,13.0,1187.0,2,10.0,600.0,1692.0,55.0,19.0,4.0,7,427.0,1614.0,133.0,39,L3-14,L3-14
42,42,6,3,3,20,14,13.0,1229.0,2,10.0,600.0,1734.0,13.0,19.0,4.0,7,427.0,1656.0,91.0,39,L3-14,L3-14
42,42,7,3,3,20,14,13.0,1271.0,3,8.0,480.0,1656.0,91.0,19.0,4.0,7,427.0,1698.0,49.0,39,L3-14,L3-14
42,42,8,3,3,20,14,13.0,1313.0,3,7.0,420.0,1638.0,109.0,19.0,4.0,7,427.0,1740.0,7.0,39,L3-14,L3-14
42,42,9,3,3,20,14,13.0,1355.0,3,8.0,480.0,1740.0,7.0,19.0,5.0,6,366.0,1721.0,26.0,39,L3-14,L3-14
42,42,10,3,3,20,14,13.0,1397.0,4,6.0,360.0,1662.0,85.0,19.0,6.0,5,305.0,1702.0,45.0,39,L3-14,L3-14
42,42,11,3,3,20,14,13.0,1439.0,4,6.0,360.0,1704.0,43.0,19.0,7.0,5,305.0,1744.0,3.0,39,L3-14,L3-14
42,42,12,3,3,20,14,13.0,1481.0,5,5.0,300.0,1686.0,61.0,19.0,8.0,4,244.0,1725.0,22.0,39,L3-14,L3-14
42,42,3,3,4,21,14,13.0,1142.0,2,10.0,600.0,1650.0,97.0,20.0,3.0,8,488.0,1630.0,117.0,48,L3-14,L3-14
42,42,4,3,4,21,14,13.0,1184.0,2,10.0,600.0,1692.0,55.0,20.0,4.0,7,427.0,1611.0,136.0,48,L3-14,L3-14
42,42,5,3,4,21,14,13.0,1226.0,2,10.0,600.0,1734.0,13.0,20.0,4.0,7,427.0,1653.0,94.0,48,L3-14,L3-14
42,42,6,3,4,21,14,13.0,1268.0,3,8.0,480.0,1656.0,91.0,20.0,4.0,7,427.0,1695.0,52.0,48,L3-14,L3-14
42,42,7,3,4,21,14,13.0,1310.0,3,7.0,420.0,1638.0,109.0,20.0,4.0,7,427.0,1737.0,10.0,48,L3-14,L3-14
42,42,8,3,4,21,14,13.0,1352.0,3,8.0,480.0,1740.0,7.0,20.0,5.0,6,366.0,1718.0,29.0,48,L3-14,L3-14
42,42,9,3,4,21,14,13.0,1394.0,4,6.0,360.0,1662.0,85.0,20.0,6.0,5,305.0,1699.0,48.0,48,L3-14,L3-14
42,42,10,3,4,21,14,13.0,1436.0,4,6.0,360.0,1704.0,43.0,20.0,7.0,5,305.0,1741.0,6.0,48,L3-14,L3-14
42,42,11,3,4,21,14,13.0,1478.0,5,5.0,300.0,1686.0,61.0,20.0,8.0,4,244.0,1722.0,25.0,48,L3-14,L3-14
42,42,3,4,3,21,14,13.0,1159.0,2,10.0,600.0,1650.0,97.0,20.0,3.0,8,488.0,1647.0,100.0,48,L3-14,L3-14
42,42,4,4,3,21,14,13.0,1201.0,2,10.0,600.0,1692.0,55.0,20.0,4.0,7,427.0,1628.0,119.0,48,L3-14,L3-14
42,42,5,4,3,21,14,13.0,1243.0,2,10.0,600.0,1734.0,13.0,20.0,4.0,7,427.0,1670.0,77.0,48,L3-14,L3-14
42,42,6,4,3,21,14,13.0,1285.0,3,8.0,480.0,1656.0,91.0,20.0,4.0,7,427.0,1712.0,35.0,48,L3-14,L3-14
42,42,7,4,3,21,14,13.0,1327.0,3,7.0,420.0,1638.0,109.0,20.0,5.0,6,366.0,1693.0,54.0,48,L3-14,L3-14
42,42,8,4,3,21,14,13.0,1369.0,3,8.0,480.0,1740.0,7.0,20.0,5.0,6,366.0,1735.0,12.0,48,L3-14,L3-14
42,42,9,4,3,21,14,13.0,1411.0,4,6.0,360.0,1662.0,85.0,20.0,6.0,5,305.0,1716.0,31.0,48,L3-14,L3-14
42,42,10,4,3,21,14,13.0,1453.0,4,6.0,360.0,1704.0,43.0,20.0,8.0,4,244.0,1697.0,50.0,48,L3-14,L3-14
42,42,11,4,3,21,14,13.0,1495.0,5,5.0,300.0,1686.0,61.0,20.0,8.0,4,244.0,1739.0,8.0,48,L3-14,L3-14
42,42,3,4,4,22,14,13.0,1198.0,2,10.0,600.0,1692.0,55.0,21.0,4.0,7,427.0,1625.0,122.0,33,L3-14,L3-14
42,42,4,4,4,22,14,13.0,1240.0,2,10.0,600.0,1734.0,13.0,21.0,4.0,7,427.0,1667.0,80.0,33,L3-14,L3-14
42,42,5,4,4,22,14,13.0,1282.0,3,8.0,480.0,1656.0,91.0,21.0,4.0,7,427.0,1709.0,38.0,33,L3-14,L3-14
42,42,6,4,4,22,14,13.0,1324.0,3,7.0,420.0,1638.0,109.0,21.0,5.0,6,366.0,1690.0,57.0,33,L3-14,L3-14
42,42,7,4,4,22,14,13.0,1366.0,3,8.0,480.0,1740.0,7.0,21.0,5.0,6,366.0,1732.0,15.0,33,L3-14,L3-14
42,42,8,4,4,22,14,13.0,1408.0,4,6.0,360.0,1662.0,85.0,21.0,6.0,5,305.0,1713.0,34.0,33,L3-14,L3-14
42,42,9,4,4,22,14,13.0,1450.0,4,6.0,360.0,1704.0,43.0,21.0,8.0,4,244.0,1694.0,53.0,33,L3-14,L3-14
42,42,10,4,4,22,14,13.0,1492.0,5,5.0,300.0,1686.0,61.0,21.0,8.0,4,244.0,1736.0,11.0,33,L3-14,L3-14
45,38,3,2,2,18,14,13.0,999.0,1,15.0,900.0,1743.0,4.0,17.0,3.0,7,427.0,1426.0,321.0,61,L3-14,L3-14
45,38,4,2,2,18,14,13.0,1037.0,2,8.0,480.0,1361.0,386.0,17.0,3.0,8,488.0,1525.0,222.0,61,L3-14,L3-14
45,38,5,2,2,18,14,13.0,1075.0,2,8.0,480.0,1399.0,348.0,17.0,3.0,8,488.0,1563.0,184.0,61,L3-14,L3-14
45,38,6,2,2,18,14,13.0,1113.0,2,9.0,540.0,1497.0,250.0,17.0,3.0,8,488.0,1601.0,146.0,61,L3-14,L3-14
45,38,7,2,2,18,14,13.0,1151.0,2,9.0,540.0,1535.0,212.0,17.0,4.0,7,427.0,1578.0,169.0,61,L3-14,L3-14
45,38,8,2,2,18,14,13.0,1189.0,2,9.0,540.0,1573.0,174.0,17.0,4.0,7,427.0,1616.0,131.0,61,L3-14,L3-14
45,38,9,2,2,18,14,13.0,1227.0,2,9.0,540.0,1611.0,136.0,17.0,4.0,7,427.0,1654.0,93.0,61,L3-14,L3-14
45,38,10,2,2,18,14,13.0,1265.0,2,10.0,600.0,1709.0,38.0,17.0,4.0,7,427.0,1692.0,55.0,61,L3-14,L3-14
45,38,11,2,2,18,14,13.0,1303.0,2,10.0,600.0,1747.0,0.0,17.0,5.0,6,366.0,1669.0,78.0,61,L3-14,L3-14
45,38,12,2,2,18,14,13.0,1341.0,3,8.0,480.0,1665.0,82.0,17.0,5.0,6,366.0,1707.0,40.0,61,L3-14,L3-14
45,38,13,2,2,18,14,13.0,1379.0,3,8.0,480.0,1703.0,44.0,17.0,6.0,6,366.0,1745.0,2.0,61,L3-14,L3-14
45,38,14,2,2,18,14,13.0,1417.0,3,8.0,480.0,1741.0,6.0,17.0,7.0,5,305.0,1722.0,25.0,61,L3-14,L3-14
45,38,3,3,3,20,14,13.0,1094.0,2,8.0,480.0,1399.0,348.0,19.0,3.0,8,488.0,1582.0,165.0,39,L3-14,L3-14
45,38,4,3,3,20,14,13.0,1132.0,2,9.0,540.0,1497.0,250.0,19.0,3.0,8,488.0,1620.0,127.0,39,L3-14,L3-14
45,38,5,3,3,20,14,13.0,1170.0,2,9.0,540.0,1535.0,212.0,19.0,4.0,7,427.0,1597.0,150.0,39,L3-14,L3-14
45,38,6,3,3,20,14,13.0,1208.0,2,9.0,540.0,1573.0,174.0,19.0,4.0,7,427.0,1635.0,112.0,39,L3-14,L3-14
45,38,7,3,3,20,14,13.0,1246.0,2,9.0,540.0,1611.0,136.0,19.0,4.0,7,427.0,1673.0,74.0,39,L3-14,L3-14
45,38,8,3,3,20,14,13.0,1284.0,2,10.0,600.0,1709.0,38.0,19.0,4.0,7,427.0,1711.0,36.0,39,L3-14,L3-14
45,38,9,3,3,20,14,13.0,1322.0,2,10.0,600.0,1747.0,0.0,19.0,5.0,6,366.0,1688.0,59.0,39,L3-14,L3-14
45,38,10,3,3,20,14,13.0,1360.0,3,8.0,480.0,1665.0,82.0,19.0,5.0,6,366.0,1726.0,21.0,39,L3-14,L3-14
45,38,11,3,3,20,14,13.0,1398.0,3,8.0,480.0,1703.0,44.0,19.0,7.0,5,305.0,1703.0,44.0,39,L3-14,L3-14
45,38,12,3,3,20,14,13.0,1436.0,3,8.0,480.0,1741.0,6.0,19.0,7.0,5,305.0,1741.0,6.0,39,L3-14,L3-14
45,38,3,3,4,21,14,13.0,1133.0,2,9.0,540.0,1497.0,250.0,20.0,3.0,8,488.0,1621.0,126.0,48,L3-14,L3-14
45,38,4,3,4,21,14,13.0,1171.0,2,9.0,540.0,1535.0,212.0,20.0,4.0,7,427.0,1598.0,149.0,48,L3-14,L3-14
45,38,5,3,4,21,14,13.0,1209.0,2,9.0,540.0,1573.0,174.0,20.0,4.0,7,427.0,1636.0,111.0,48,L3-14,L3-14
45,38,6,3,4,21,14,13.0,1247.0,2,9.0,540.0,1611.0,136.0,20.0,4.0,7,427.0,1674.0,73.0,48,L3-14,L3-14
45,38,7,3,4,21,14,13.0,1285.0,2,10.0,600.0,1709.0,38.0,20.0,4.0,7,427.0,1712.0,35.0,48,L3-14,L3-14
45,38,8,3,4,21,14,13.0,1323.0,2,10.0,600.0,1747.0,0.0,20.0,5.0,6,366.0,1689.0,58.0,48,L3-14,L3-14
45,38,9,3,4,21,14,13.0,1361.0,3,8.0,480.0,1665.0,82.0,20.0,5.0,6,366.0,1727.0,20.0,48,L3-14,L3-14
45,38,10,3,4,21,14,13.0,1399.0,3,8.0,480.0,1703.0,44.0,20.0,7.0,5,305.0,1704.0,43.0,48,L3-14,L3-14
45,38,11,3,4,21,14,13.0,1437.0,3,8.0,480.0,1741.0,6.0,20.0,7.0,5,305.0,1742.0,5.0,48,L3-14,L3-14
45,38,3,4,3,21,14,13.0,1150.0,2,9.0,540.0,1497.0,250.0,20.0,3.0,8,488.0,1638.0,109.0,48,L3-14,L3-14
45,38,4,4,3,21,14,13.0,1188.0,2,9.0,540.0,1535.0,212.0,20.0,4.0,7,427.0,1615.0,132.0,48,L3-14,L3-14
45,38,5,4,3,21,14,13.0,1226.0,2,9.0,540.0,1573.0,174.0,20.0,4.0,7,427.0,1653.0,94.0,48,L3-14,L3-14
45,38,6,4,3,21,14,13.0,1264.0,2,9.0,540.0,1611.0,136.0,20.0,4.0,7,427.0,1691.0,56.0,48,L3-14,L3-14
45,38,7,4,3,21,14,13.0,1302.0,2,10.0,600.0,1709.0,38.0,20.0,4.0,7,427.0,1729.0,18.0,48,L3-14,L3-14
45,38,8,4,3,21,14,13.0,1340.0,2,10.0,600.0,1747.0,0.0,20.0,5.0,6,366.0,1706.0,41.0,48,L3-14,L3-14
45,38,9,4,3,21,14,13.0,1378.0,3,8.0,480.0,1665.0,82.0,20.0,5.0,6,366.0,1744.0,3.0,48,L3-14,L3-14
45,38,10,4,3,21,14,13.0,1416.0,3,8.0,480.0,1703.0,44.0,20.0,7.0,5,305.0,1721.0,26.0,48,L3-14,L3-14
45,38,11,4,3,21,14,13.0,1454.0,3,8.0,480.0,1741.0,6.0,20.0,8.0,4,244.0,1698.0,49.0,48,L3-14,L3-14
45,38,3,4,4,22,14,13.0,1189.0,2,9.0,540.0,1535.0,212.0,21.0,4.0,7,427.0,1616.0,131.0,33,L3-14,L3-14
45,38,4,4,4,22,14,13.0,1227.0,2,9.0,540.0,1573.0,174.0,21.0,4.0,7,427.0,1654.0,93.0,33,L3-14,L3-14
45,38,5,4,4,22,14,13.0,1265.0,2,9.0,540.0,1611.0,136.0,21.0,4.0,7,427.0,1692.0,55.0,33,L3-14,L3-14
45,38,6,4,4,22,14,13.0,1303.0,2,10.0,600.0,1709.0,38.0,21.0,4.0,7,427.0,1730.0,17.0,33,L3-14,L3-14
45,38,7,4,4,22,14,13.0,1341.0,2,10.0,600.0,1747.0,0.0,21.0,5.0,6,366.0,1707.0,40.0,33,L3-14,L3-14
45,38,8,4,4,22,14,13.0,1379.0,3,8.0,480.0,1665.0,82.0,21.0,5.0,6,366.0,1745.0,2.0,33,L3-14,L3-14
45,38,9,4,4,22,14,13.0,1417.0,3,8.0,480.0,1703.0,44.0,21.0,7.0,5,305.0,1722.0,25.0,33,L3-14,L3-14
45,38,10,4,4,22,14,13.0,1455.0,3,8.0,480.0,1741.0,6.0,21.0,8.0,4,244.0,1699.0,48.0,33,L3-14,L3-14
45,40,3,2,2,18,14,13.0,1005.0,2,8.0,480.0,1365.0,382.0,17.0,3.0,7,427.0,1432.0,315.0,61,L3-14,L3-14
45,40,4,2,2,18,14,13.0,1045.0,2,9.0,540.0,1465.0,282.0,17.0,3.0,8,488.0,1533.0,214.0,61,L3-14,L3-14
45,40,5,2,2,18,14,13.0,1085.0,2,9.0,540.0,1505.0,242.0,17.0,3.0,8,488.0,1573.0,174.0,61,L3-14,L3-14
45,40,6,2,2,18,14,13.0,1125.0,2,9.0,540.0,1545.0,202.0,17.0,3.0,8,488.0,1613.0,134.0,61,L3-14,L3-14
45,40,7,2,2,18,14,13.0,1165.0,2,9.0,540.0,1585.0,162.0,17.0,4.0,7,427.0,1592.0,155.0,61,L3-14,L3-14
45,40,8,2,2,18,14,13.0,1205.0,2,10.0,600.0,1685.0,62.0,17.0,4.0,7,427.0,1632.0,115.0,61,L3-14,L3-14
45,40,9,2,2,18,14,13.0,1245.0,2,10.0,600.0,1725.0,22.0,17.0,4.0,7,427.0,1672.0,75.0,61,L3-14,L3-14
45,40,10,2,2,18,14,13.0,1285.0,3,7.0,420.0,1585.0,162.0,17.0,4.0,7,427.0,1712.0,35.0,61,L3-14,L3-14
45,40,11,2,2,18,14,13.0,1325.0,3,7.0,420.0,1625.0,122.0,17.0,5.0,6,366.0,1691.0,56.0,61,L3-14,L3-14
45,40,12,2,2,18,14,13.0,1365.0,3,8.0,480.0,1725.0,22.0,17.0,5.0,6,366.0,1731.0,16.0,61,L3-14,L3-14
45,40,13,2,2,18,14,13.0,1405.0,4,6.0,360.0,1645.0,102.0,17.0,7.0,5,305.0,1710.0,37.0,61,L3-14,L3-14
45,40,14,2,2,18,14,13.0,1445.0,4,7.0,420.0,1745.0,2.0,17.0,8.0,4,244.0,1689.0,58.0,61,L3-14,L3-14
45,40,3,3,3,20,14,13.0,1100.0,2,9.0,540.0,1505.0,242.0,19.0,3.0,8,488.0,1588.0,159.0,39,L3-14,L3-14
45,40,4,3,3,20,14,13.0,1140.0,2,9.0,540.0,1545.0,202.0,19.0,3.0,8,488.0,1628.0,119.0,39,L3-14,L3-14
45,40,5,3,3,20,14,13.0,1180.0,2,9.0,540.0,1585.0,162.0,19.0,4.0,7,427.0,1607.0,140.0,39,L3-14,L3-14
45,40,6,3,3,20,14,13.0,1220.0,2,10.0,600.0,1685.0,62.0,19.0,4.0,7,427.0,1647.0,100.0,39,L3-14,L3-14
45,40,7,3,3,20,14,13.0,1260.0,2,10.0,600.0,1725.0,22.0,19.0,4.0,7,427.0,1687.0,60.0,39,L3-14,L3-14
45,40,8,3,3,20,14,13.0,1300.0,3,7.0,420.0,1585.0,162.0,19.0,4.0,7,427.0,1727.0,20.0,39,L3-14,L3-14
45,40,9,3,3,20,14,13.0,1340.0,3,7.0,420.0,1625.0,122.0,19.0,5.0,6,366.0,1706.0,41.0,39,L3-14,L3-14
45,40,10,3,3,20,14,13.0,1380.0,3,8.0,480.0,1725.0,22.0,19.0,5.0,6,366.0,1746.0,1.0,39,L3-14,L3-14
45,40,11,3,3,20,14,13.0,1420.0,4,6.0,360.0,1645.0,102.0,19.0,7.0,5,305.0,1725.0,22.0,39,L3-14,L3-14
45,40,12,3,3,20,14,13.0,1460.0,4,7.0,420.0,1745.0,2.0,19.0,8.0,4,244.0,1704.0,43.0,39,L3-14,L3-14
45,40,3,3,4,21,14,13.0,1139.0,2,9.0,540.0,1545.0,202.0,20.0,3.0,8,488.0,1627.0,120.0,48,L3-14,L3-14
45,40,4,3,4,21,14,13.0,1179.0,2,9.0,540.0,1585.0,162.0,20.0,4.0,7,427.0,1606.0,141.0,48,L3-14,L3-14
45,40,5,3,4,21,14,13.0,1219.0,2,10.0,600.0,1685.0,62.0,20.0,4.0,7,427.0,1646.0,101.0,48,L3-14,L3-14
45,40,6,3,4,21,14,13.0,1259.0,2,10.0,600.0,1725.0,22.0,20.0,4.0,7,427.0,1686.0,61.0,48,L3-14,L3-14
45,40,7,3,4,21,14,13.0,1299.0,3,7.0,420.0,1585.0,162.0,20.0,4.0,7,427.0,1726.0,21.0,48,L3-14,L3-14
45,40,8,3,4,21,14,13.0,1339.0,3,7.0,420.0,1625.0,122.0,20.0,5.0,6,366.0,1705.0,42.0,48,L3-14,L3-14
45,40,9,3,4,21,14,13.0,1379.0,3,8.0,480.0,1725.0,22.0,20.0,5.0,6,366.0,1745.0,2.0,48,L3-14,L3-14
45,40,10,3,4,21,14,13.0,1419.0,4,6.0,360.0,1645.0,102.0,20.0,7.0,5,305.0,1724.0,23.0,48,L3-14,L3-14
45,40,11,3,4,21,14,13.0,1459.0,4,7.0,420.0,1745.0,2.0,20.0,8.0,4,244.0,1703.0,44.0,48,L3-14,L3-14
45,40,3,4,3,21,14,13.0,1156.0,2,9.0,540.0,1545.0,202.0,20.0,3.0,8,488.0,1644.0,103.0,48,L3-14,L3-14
45,40,4,4,3,21,14,13.0,1196.0,2,9.0,540.0,1585.0,162.0,20.0,4.0,7,427.0,1623.0,124.0,48,L3-14,L3-14
45,40,5,4,3,21,14,13.0,1236.0,2,10.0,600.0,1685.0,62.0,20.0,4.0,7,427.0,1663.0,84.0,48,L3-14,L3-14
45,40,6,4,3,21,14,13.0,1276.0,2,10.0,600.0,1725.0,22.0,20.0,4.0,7,427.0,1703.0,44.0,48,L3-14,L3-14
45,40,7,4,3,21,14,13.0,1316.0,3,7.0,420.0,1585.0,162.0,20.0,4.0,7,427.0,1743.0,4.0,48,L3-14,L3-14
45,40,8,4,3,21,14,13.0,1356.0,3,7.0,420.0,1625.0,122.0,20.0,5.0,6,366.0,1722.0,25.0,48,L3-14,L3-14
45,40,9,4,3,21,14,13.0,1396.0,3,8.0,480.0,1725.0,22.0,20.0,6.0,5,305.0,1701.0,46.0,48,L3-14,L3-14
45,40,10,4,3,21,14,13.0,1436.0,4,6.0,360.0,1645.0,102.0,20.0,7.0,5,305.0,1741.0,6.0,48,L3-14,L3-14
45,40,11,4,3,21,14,13.0,1476.0,4,7.0,420.0,1745.0,2.0,20.0,8.0,4,244.0,1720.0,27.0,48,L3-14,L3-14
45,40,3,4,4,22,14,13.0,1195.0,2,9.0,540.0,1585.0,162.0,21.0,4.0,7,427.0,1622.0,125.0,33,L3-14,L3-14
45,40,4,4,4,22,14,13.0,1235.0,2,10.0,600.0,1685.0,62.0,21.0,4.0,7,427.0,1662.0,85.0,33,L3-14,L3-14
45,40,5,4,4,22,14,13.0,1275.0,2,10.0,600.0,1725.0,22.0,21.0,4.0,7,427.0,1702.0,45.0,33,L3-14,L3-14
45,40,6,4,4,22,14,13.0,1315.0,3,7.0,420.0,1585.0,162.0,21.0,4.0,7,427.0,1742.0,5.0,33,L3-14,L3-14
45,40,7,4,4,22,14,13.0,1355.0,3,7.0,420.0,1625.0,122.0,21.0,5.0,6,366.0,1721.0,26.0,33,L3-14,L3-14
45,40,8,4,4,22,14,13.0,1395.0,3,8.0,480.0,1725.0,22.0,21.0,6.0,5,305.0,1700.0,47.0,33,L3-14,L3-14
45,40,9,4,4,22,14,13.0,1435.0,4,6.0,360.0,1645.0,102.0,21.0,7.0,5,305.0,1740.0,7.0,33,L3-14,L3-14
45,40,10,4,4,22,14,13.0,1475.0,4,7.0,420.0,1745.0,2.0,21.0,8.0,4,244.0,1719.0,28.0,33,L3-14,L3-14
45,42,3,2,2,18,14,13.0,1011.0,2,8.0,480.0,1407.0,340.0,17.0,3.0,7,427.0,1438.0,309.0,61,L3-14,L3-14
45,42,4,2,2,18,14,13.0,1053.0,2,9.0,540.0,1509.0,238.0,17.0,3.0,8,488.0,1541.0,206.0,61,L3-14,L3-14
45,42,5,2,2,18,14,13.0,1095.0,2,9.0,540.0,1551.0,196.0,17.0,3.0,8,488.0,1583.0,164.0,61,L3-14,L3-14
45,42,6,2,2,18,14,13.0,1137.0,2,10.0,600.0,1653.0,94.0,17.0,3.0,8,488.0,1625.0,122.0,61,L3-14,L3-14
45,42,7,2,2,18,14,13.0,1179.0,2,10.0,600.0,1695.0,52.0,17.0,4.0,7,427.0,1606.0,141.0,61,L3-14,L3-14
45,42,8,2,2,18,14,13.0,1221.0,2,10.0,600.0,1737.0,10.0,17.0,4.0,7,427.0,1648.0,99.0,61,L3-14,L3-14
45,42,9,2,2,18,14,13.0,1263.0,3,8.0,480.0,1659.0,88.0,17.0,4.0,7,427.0,1690.0,57.0,61,L3-14,L3-14
45,42,10,2,2,18,14,13.0,1305.0,3,8.0,480.0,1701.0,46.0,17.0,4.0,7,427.0,1732.0,15.0,61,L3-14,L3-14
45,42,11,2,2,18,14,13.0,1347.0,3,8.0,480.0,1743.0,4.0,17.0,5.0,6,366.0,1713.0,34.0,61,L3-14,L3-14
45,42,12,2,2,18,14,13.0,1389.0,4,6.0,360.0,1665.0,82.0,17.0,6.0,5,305.0,1694.0,53.0,61,L3-14,L3-14
45,42,13,2,2,18,14,13.0,1431.0,4,6.0,360.0,1707.0,40.0,17.0,7.0,5,305.0,1736.0,11.0,61,L3-14,L3-14
45,42,14,2,2,18,14,13.0,1473.0,5,5.0,300.0,1689.0,58.0,17.0,8.0,4,244.0,1717.0,30.0,61,L3-14,L3-14
45,42,3,3,3,20,14,13.0,1106.0,2,9.0,540.0,1551.0,196.0,19.0,3.0,8,488.0,1594.0,153.0,39,L3-14,L3-14
45,42,4,3,3,20,14,13.0,1148.0,2,10.0,600.0,1653.0,94.0,19.0,3.0,8,488.0,1636.0,111.0,39,L3-14,L3-14
45,42,5,3,3,20,14,13.0,1190.0,2,10.0,600.0,1695.0,52.0,19.0,4.0,7,427.0,1617.0,130.0,39,L3-14,L3-14
45,42,6,3,3,20,14,13.0,1232.0,2,10.0,600.0,1737.0,10.0,19.0,4.0,7,427.0,1659.0,88.0,39,L3-14,L3-14
45,42,7,3,3,20,14,13.0,1274.0,3,8.0,480.0,1659.0,88.0,19.0,4.0,7,427.0,1701.0,46.0,39,L3-14,L3-14
45,42,8,3,3,20,14,13.0,1316.0,3,8.0,480.0,1701.0,46.0,19.0,4.0,7,427.0,1743.0,4.0,39,L3-14,L3-14
45,42,9,3,3,20,14,13.0,1358.0,3,8.0,480.0,1743.0,4.0,19.0,5.0,6,366.0,1724.0,23.0,39,L3-14,L3-14
45,42,10,3,3,20,14,13.0,1400.0,4,6.0,360.0,1665.0,82.0,19.0,6.0,5,305.0,1705.0,42.0,39,L3-14,L3-14
45,42,11,3,3,20,14,13.0,1442.0,4,6.0,360.0,1707.0,40.0,19.0,7.0,5,305.0,1747.0,0.0,39,L3-14,L3-14
45,42,12,3,3,20,14,13.0,1484.0,5,5.0,300.0,1689.0,58.0,19.0,8.0,4,244.0,1728.0,19.0,39,L3-14,L3-14
45,42,3,3,4,21,14,13.0,1145.0,2,10.0,600.0,1653.0,94.0,20.0,3.0,8,488.0,1633.0,114.0,48,L3-14,L3-14
45,42,4,3,4,21,14,13.0,1187.0,2,10.0,600.0,1695.0,52.0,20.0,4.0,7,427.0,1614.0,133.0,48,L3-14,L3-14
45,42,5,3,4,21,14,13.0,1229.0,2,10.0,600.0,1737.0,10.0,20.0,4.0,7,427.0,1656.0,91.0,48,L3-14,L3-14
45,42,6,3,4,21,14,13.0,1271.0,3,8.0,480.0,1659.0,88.0,20.0,4.0,7,427.0,1698.0,49.0,48,L3-14,L3-14
45,42,7,3,4,21,14,13.0,1313.0,3,8.0,480.0,1701.0,46.0,20.0,4.0,7,427.0,1740.0,7.0,48,L3-14,L3-14
45,42,8,3,4,21,14,13.0,1355.0,3,8.0,480.0,1743.0,4.0,20.0,5.0,6,366.0,1721.0,26.0,48,L3-14,L3-14
45,42,9,3,4,21,14,13.0,1397.0,4,6.0,360.0,1665.0,82.0,20.0,6.0,5,305.0,1702.0,45.0,48,L3-14,L3-14
45,42,10,3,4,21,14,13.0,1439.0,4,6.0,360.0,1707.0,40.0,20.0,7.0,5,305.0,1744.0,3.0,48,L3-14,L3-14
45,42,11,3,4,21,14,13.0,1481.0,5,5.0,300.0,1689.0,58.0,20.0,8.0,4,244.0,1725.0,22.0,48,L3-14,L3-14
45,42,3,4,3,21,14,13.0,1162.0,2,10.0,600.0,1653.0,94.0,20.0,3.0,8,488.0,1650.0,97.0,48,L3-14,L3-14
45,42,4,4,3,21,14,13.0,1204.0,2,10.0,600.0,1695.0,52.0,20.0,4.0,7,427.0,1631.0,116.0,48,L3-14,L3-14
45,42,5,4,3,21,14,13.0,1246.0,2,10.0,600.0,1737.0,10.0,20.0,4.0,7,427.0,1673.0,74.0,48,L3-14,L3-14
45,42,6,4,3,21,14,13.0,1288.0,3,8.0,480.0,1659.0,88.0,20.0,4.0,7,427.0,1715.0,32.0,48,L3-14,L3-14
45,42,7,4,3,21,14,13.0,1330.0,3,8.0,480.0,1701.0,46.0,20.0,5.0,6,366.0,1696.0,51.0,48,L3-14,L3-14
45,42,8,4,3,21,14,13.0,1372.0,3,8.0,480.0,1743.0,4.0,20.0,5.0,6,366.0,1738.0,9.0,48,L3-14,L3-14
45,42,9,4,3,21,14,13.0,1414.0,4,6.0,360.0,1665.0,82.0,20.0,6.0,5,305.0,1719.0,28.0,48,L3-14,L3-14
45,42,10,4,3,21,14,13.0,1456.0,4,6.0,360.0,1707.0,40.0,20.0,8.0,4,244.0,1700.0,47.0,48,L3-14,L3-14
